Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,S.No.1,Bank Name,Tender Stage
"Director cum Addl CE, PWD(R and B), Hills, Assam, Diphu",Internal,"EE,PWD(R and B),Hills,Assam, EE,PWD(R and B), Hills, AEE, PWD(R and B), Diphu cirlce1, AE,PWD(R and B),Hills,Assam, JE,PWD(R and B),Hills,Assam,JE,PWD(R and B),Hills,Assam",Bina Englengpi,08-Oct-2025 11:15 AM,08-Oct-2025 11:30 AM,techsummary_73992.pdf (489.38 KB),1.0,278636.0,MENSING KRO,27-Aug-2025 10:36 PM,Accepted-AOC,lowest bidder,27-Nov-2025 05:09 PM,Karbi Anglong Autonomous Council||PWD||Addl. Chief Engineer Diphu,2025_KAAC_46411_1,NoACEH/CS/SSA/03/2025-26/SL17,Construction of 50 bedded hostel separately for boys and girls under Dharti Aaba Janjatiya Gram Utkarsh Abhiyan at Samelangso High School.,Technical,technical bids were evaluated by the tender committee,Bina Englengpi,08-Oct-2025 10:58 AM,,"Director cum Addl CE,PWD(R and B), Hills, Assam, Diphu",Internal,"EE,EE,AEE,AE,JE,JE",Bina Englengpi,27-Nov-2025 04:58 PM,finsummary_73992.pdf (489.38 KB),Finance,financial bids of responsive bidders evaluated and approved by the tender committee for allotment of the work to the lowest bidder.,Bina Englengpi,21-Nov-2025 03:42 PM,,BOQ Comparative Chart,27-Nov-2025,"INR 37,874,999.55",540.0,Bina Englengpi,27-Nov-2025 05:09 PM,workordersamelangsohighschool.pdf (415.00 KB),work order,1.0,278636.0,MENSING KRO,INR,"37,874,999.55",AOC,18-Aug-2025 11:00 AM,30-Aug-2025 11:00 AM,18-Aug-2025 11:00 AM,28-Aug-2025 03:00 PM,NA ,NA ,20-Aug-2025 12:00 PM,28-Aug-2025 03:00 PM,08-Oct-2025 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Fee and Bid Security,Construction of 50 bedded hostel separately for boys and girls under Dharti Aaba Janjatiya Gram Utkarsh Abhiyan at Samelangso High School.,Construction of 50 bedded hostel separately for boys and girls under Dharti Aaba Janjatiya Gram Utkarsh Abhiyan at Samelangso High School.,Please refer Tender documents. ,NA ,"3,78,75,000",Civil Works - Building,NA ,Tender,180.0,NA ,Samelangso,722441.0,NA ,NA ,NA ,The Additional Chief Engineer PWD R and B Hill,No ,No,"7,600",Nil,Nil,No,Karbi Anglong Autonomous Council||PWD||Addl. Chief Engineer Diphu,NoACEH/CS/SSA/03/2025-26/SL17,2025_KAAC_46411_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"7,57,500",Yes,percentage,2.0%,Nil,Nil,1.0,fee,Fee,,The Additional Chief Engineer PWD R and B Hill,The Additional Chief Engineer PWD R and B Hills Assam Diphu.,1.0,SBI Bank,AOC
,,,,,,,2.0,278774.0,SALITA SANGMA,28-Aug-2025 10:44 AM,Rejected-AOC,"L2, work allotted to lowest bidder",27-Nov-2025 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
