EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"30,000",No,fixed,,Nil,Nil,1.0,SBI Bank,Health and Family Welfare Department||Directorate of Medical Education-HFWD||Guwahati Medical College Hospital-HFWD,2019-20/11/PART-VI/289/894,2025_HFWD_47468_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,Superintendent cum Member Secretary,"GMCH, Bhangagarh, Guwahati",1.0,Fee/PreQual/Technical,.pdf,Bid document downloaded from the portal,1.0,Addendum notice,BOQ,,11-Sep-2025 04:00 PM,06-Oct-2025 04:00 PM,11-Sep-2025 04:00 PM,06-Oct-2025 02:00 PM,NA ,NA ,25-Sep-2025 11:00 AM,06-Oct-2025 02:00 PM,11-Nov-2025 05:40 PM,"supply of medicines and consumables etc for the department of O and G CS and Normal Delivery and Pediatrics NICU and PICU GMCH, Guwahati 32","supply of medicines and consumables etc for the department of O and G CS and Normal Delivery and Pediatrics NICU and PICU GMCH, Guwahati 32",Please refer Tender documents. ,NA ,,Medicines,NA ,Tender,365.0,365.0,"GMCH, Bhangagarh, Guwahati",781032.0,"Office of the Superintendent, GMCH ","Office of the Superintendent, GMCH ",16-Sep-2025 11:30 AM ,"Office of the Superintendent, GMCH",No ,No,"2,000",Nil,Nil,No,AOC,"Superintendent, GMCH",Internal,,Arun Bikash Hazarika,11-Nov-2025 05:27 PM,11-Nov-2025 05:40 PM,techsummary_75762.pdf (21311.31 KB),1,283394,BIO-CARE ASSOCIATES,06-Oct-2025 10:05 AM,Accepted-AOC,Identified as L1 bidder,18-Nov-2025 05:54 PM,1,283557,SRL Associates,INR,"6,973.03",18-Nov-2025,"INR 105,228",365.0,Arun Bikash Hazarika,18-Nov-2025 05:53 PM,Approvedlist.pdf (7421.00 KB),Finance,Financial bids have been opened for evaluation.,Rupak Jyoti Baishya,11-Nov-2025 06:39 PM,,BOQ Comparative Chart,Health and Family Welfare Department||Directorate of Medical Education-HFWD||Guwahati Medical College Hospital-HFWD,2025_HFWD_47468_1,2019-20/11/PART-VI/289/894,"supply of medicines and consumables etc for the department of O and G CS and Normal Delivery and Pediatrics NICU and PICU GMCH, Guwahati 32",Principal cum Chief Superintendent,Internal,,Arun Bikash Hazarika,18-Nov-2025 05:42 PM,finsummary_75762.pdf (1082.16 KB),Technical,Technical bid has been opened for evaluation,Rupak Jyoti Baishya,07-Oct-2025 11:26 AM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical qualification document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,283335,B.M. PHARMA & HEALTHCARE PVT.LTD.,04-Oct-2025 06:46 PM,Accepted-AOC,Identified as L1 bidder,18-Nov-2025 05:54 PM,2,283535,NEW KAVITA DRUGS AND SURGICALS,INR,"33,957.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,283486,DIGANTA KALITA,06-Oct-2025 12:45 PM,Accepted-AOC,Identified as L1 bidder,18-Nov-2025 05:54 PM,3,283533,NILACHAL HEALTHCARE INDUSTRIES,INR,"40,497",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,283172,IMPERIAL SURGICALS,04-Oct-2025 08:18 PM,Accepted-AOC,Identified as L1 bidder,18-Nov-2025 05:54 PM,4,283486,DIGANTA KALITA,INR,"4,183.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,283535,NEW KAVITA DRUGS AND SURGICALS,06-Oct-2025 12:05 PM,Accepted-AOC,Identified as L1 bidder,18-Nov-2025 05:54 PM,5,283394,BIO-CARE ASSOCIATES,INR,23.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,283533,NILACHAL HEALTHCARE INDUSTRIES,05-Oct-2025 11:35 PM,Accepted-AOC,Identified as L1 bidder,18-Nov-2025 05:54 PM,6,283335,B.M. PHARMA & HEALTHCARE PVT.LTD.,INR,"15,872.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,283557,SRL Associates,06-Oct-2025 12:06 PM,Accepted-AOC,Identified as L1 bidder,18-Nov-2025 05:54 PM,7,283172,IMPERIAL SURGICALS,INR,"3,722.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
