Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Urban Development Department||Directorate of Municipality Administration - UDD||Tinsukia Municipal Board,TMB(Tech)15th FC/(Untied Grant)/1177(75),2025_UDD_46498_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,"47,300",Yes,fixed,,Nil,Nil,500.0,Nil,Nil,Yes,14-Aug-2025 02:00 PM,08-Sep-2025 11:00 AM,16-Aug-2025 11:00 AM,06-Sep-2025 04:00 PM,NA ,NA ,16-Aug-2025 11:00 AM,06-Sep-2025 04:00 PM,15-Sep-2025 01:25 PM,1.0,SBI Bank,"Construction of Balugadda Bagan feeder road RCC Drain connected to chocolate factory Ward No 5,Tinsukia.","Construction of Balugadda Bagan feeder road RCC Drain connected to chocolate factory Ward No 5,Tinsukia.",Please refer Tender documents. ,NA ,"23,65,000",Civil Works,NA ,Tender,180.0,NA ,Tinsukia,786125.0,NA ,NA ,NA ,Tinsukia Municipal Board,No ,No,"Executive Officer, Tinsukia Municipal Board",TINSUKIA MUNICIPAL BOARD,1.0,MODIFICATION,Other,,AOC,1,279833,Babar Ali Khan,05-Sep-2025 03:05 PM,Rejected-Finance,As per Tender Condition,24-Sep-2025 01:58 PM,Finance,ADMITTED,Nayan Jyoti Nath,24-Sep-2025 10:58 AM,finance_74087.pdf,BOQ Comparative Chart,1.0,280180.0,MS Construction,INR,"2,128,500",Pulak Chetia,Internal,,Nayan Jyoti Nath,24-Sep-2025 01:58 PM,finsummary_74087.pdf (307.10 KB),Technical,ADMITTED,Nayan Jyoti Nath,11-Sep-2025 05:26 PM,technical_74087.pdf,Pulak Chetia,Internal,,Nayan Jyoti Nath,15-Sep-2025 01:22 PM,15-Sep-2025 01:25 PM,techsummary_74087.pdf (340.91 KB),Urban Development Department||Directorate of Municipality Administration - UDD||Tinsukia Municipal Board,2025_UDD_46498_1,TMB(Tech)15th FC/(Untied Grant)/1177(75),"Construction of Balugadda Bagan feeder road RCC Drain connected to chocolate factory Ward No 5,Tinsukia.",01-Nov-2025,"INR 2,128,500",180.0,Nayan Jyoti Nath,06-Nov-2025 02:31 PM,46498.pdf (146.00 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,stamp,Technical Bid,,AOC,2,279589,BAJARANG WORKS AND SUPPLY,05-Sep-2025 08:09 PM,Rejected-Finance,Rejected by lottery,24-Sep-2025 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,280180,MS Construction,06-Sep-2025 03:38 PM,Accepted-AOC,L1,06-Nov-2025 02:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,279472,M/S MANVI ENTRPRISE,06-Sep-2025 02:28 PM,Rejected-Finance,Rejected by lottery,24-Sep-2025 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,279536,M/S NEEL AKANSH ENTERPRISE,06-Sep-2025 01:43 PM,Rejected-Finance,Rejected by lottery,24-Sep-2025 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,279822,RITURAJ DAS,05-Sep-2025 02:00 PM,Rejected-Finance,Rejected by lottery,24-Sep-2025 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,279436,R R & Company,05-Sep-2025 02:44 PM,Rejected-Technical,Mandatory document not submitted,15-Sep-2025 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,279554,Santosh Gupta,06-Sep-2025 08:21 AM,Rejected-Finance,Rejected by lottery,24-Sep-2025 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,279804,SRI SURAJIT DAS,05-Sep-2025 02:31 PM,Rejected-Finance,Rejected by lottery,24-Sep-2025 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,280151,S. S. Enterprises,06-Sep-2025 01:09 PM,Rejected-Finance,Rejected by lottery,24-Sep-2025 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
