Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Managing Director,Internal,,Dipak Kumar Gayary,18-Nov-2025 04:18 PM,finsummary_74560.pdf (1421.38 KB),18-Nov-2025,"INR 2,499,000",270.0,Dipak Kumar Gayary,18-Nov-2025 04:20 PM,AocNanadi.pdf (1421.00 KB),AOC,Finance,Financial bid has been opened,Jeena Gabison Ahmed,22-Oct-2025 01:16 PM,,BOQ Comparative Chart,1.0,279531.0,GAMESWAR DOLEY,02-Sep-2025 11:56 PM,Rejected-AOC,Not Awarded,18-Nov-2025 04:20 PM,Technical,Technical bid has been opened,Dipak Kumar Gayary,08-Sep-2025 08:06 PM,,1.0,279524.0,PULAK BHUYAN,INR,"2,499,000",Welfare of Plain Tribes and Backward Classes||Director - WPT and BC,2025_WPTBC_46812_1,PTDC/Engg/2024-25/351,Infrastructure Development at Na- Nadi Kaibatta LPS under SCSP Scheme for the financial year 2024-25),Managing Director,Internal,,Dipak Kumar Gayary,22-Oct-2025 01:08 PM,22-Oct-2025 01:10 PM,techsummary_74560.pdf (856.65 KB),AOC,"50,000",Yes,percentage,2.0%,Nil,Nil,21-Aug-2025 06:50 PM,05-Sep-2025 03:00 PM,21-Aug-2025 06:50 PM,05-Sep-2025 02:00 PM,NA ,NA ,21-Aug-2025 06:50 PM,05-Sep-2025 02:00 PM,22-Oct-2025 01:10 PM,Welfare of Plain Tribes and Backward Classes||Director - WPT and BC,PTDC/Engg/2024-25/351,2025_WPTBC_46812_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,500.0,Nil,Nil,No,Managing Director,"Office of the Managing Director, APTDC Ltd., Ganeshguri, Guwahati",1.0,Fee/PreQual/Technical,.pdf,Technical Qualification,1.0,SBI Bank,Infrastructure Development at Na- Nadi Kaibatta LPS under SCSP Scheme for the financial year 2024-25),"Proposal for Administrative Approval for the works of infrastructure at 40 (Forty) different LP/UP Schools of dominated area of amount of Rs. 1000.00 Lakh under DEE, Assam during the Financial Year 2024-25.( Infrastructure Development at Na- Nadi Kai",Please refer tender document ,NA ,"25,00,000",Civil Works,NA ,Tender,180.0,270.0,Na- Nadi Kaibatta LPS Dhemaji,787057.0,"Managing Director, APTDC Ltd., Ga ","Office of the Managing Director, APTDC Ltd., Ganeshguri, Guwahati ",21-Aug-2025 06:55 PM ,"Managing Director, APTDC Ltd., Ga",No ,No,AOC
,,,,,,,,,,,,,,,,,,,2.0,279524.0,PULAK BHUYAN,02-Sep-2025 11:09 PM,Accepted-AOC,Awarded,18-Nov-2025 04:20 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money deposit,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
