S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
1.0,272256.0,M/S SWARAJ CONSTRUCTION,INR,"11,445,038.84",Assam Power Distribution Company Ltd||CGM(D) Central Assam Region - APDCL,2025_APDCL_45110_1,CAR/IARI/Dhemaji/T-302,"Construction of 33 KV Line and 33/11 KV, 2.5 MVA Sub-station including terminal equipments and control room for providing power supply to Indian Agricultural Research Institute under Ghilamara Electrical Sub-Division of North Lakhimpur Electrical C","Managing Director, APDCL",Internal,,Sanjib Kumar Das,26-Sep-2025 04:17 PM,26-Sep-2025 04:45 PM,techsummary_71455.pdf (439.77 KB),"Managing Director, APDCL",Internal,,Jyoti Sangeeta Dutta,10-Nov-2025 12:54 PM,finsummary_71455.pdf (488.35 KB),10-Nov-2025,"INR 11,445,038.84",180.0,Jyoti Sangeeta Dutta,10-Nov-2025 01:02 PM,AOCIARI.pdf (7523.00 KB),1,272278,Jayanta Khaund,17-Jul-2025 02:46 PM,Rejected-Technical,Non-Responsive,26-Sep-2025 04:17 PM,Technical,Technical bid opened on 19.07.2025,Sanjib Kumar Das,19-Jul-2025 05:33 PM,,Finance,price bid opened on 26.09.2025,Sanjib Kumar Das,26-Sep-2025 05:02 PM,,BOQ Comparative Chart,AOC,"Construction of 33 KV Line and 33/11 KV, 2.5 MVA Sub-station including terminal equipments and control room for providing power supply to Indian Agricultural Research Institute under Ghilamara Electrical Sub-Division of North Lakhimpur Electrical C","Construction of 33 KV Line and 33/11 KV, 2.5 MVA Sub-station including terminal equipments and control room for providing power supply to Indian Agricultural Research Institute under Ghilamara Electrical Sub-Division of North Lakhimpur EC",Please refer Tender documents. ,NA ,"1,41,70,078",Electrical Works,NA ,Tender,180.0,180.0,Ghilamara,787053.0,"O/o the CGM(D and S),CAR, APDCL, Bijulee Bhawan ","O/o the CGM(D and S),CAR, APDCL, Bijulee Bhawan ",27-Jun-2025 02:00 PM ,"O/o the CGM(D and S),CAR, APDCL, Bijulee Bhawan",No ,No,1.0,Fee/PreQual/Technical,.rar,Techno-Commercial Bid,"3,75,000",No,fixed,,Nil,Nil,"7,080",Nil,Nil,No,Assam Power Distribution Company Ltd||CGM(D) Central Assam Region - APDCL,CAR/IARI/Dhemaji/T-302,2025_APDCL_45110_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,23-Jun-2025 06:00 PM,19-Jul-2025 04:00 PM,23-Jun-2025 06:00 PM,17-Jul-2025 05:00 PM,23-Jun-2025 06:00 PM ,27-Jun-2025 10:00 AM ,30-Jun-2025 10:00 AM,17-Jul-2025 05:00 PM,26-Sep-2025 04:45 PM,"CGM(D and S), APDCL,CAR","O/o the CGM(D and S),CAR, APDCL, Bijulee Bhawan",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,272189,M/S R.S. ENTERPRISE,17-Jul-2025 04:11 PM,Rejected-Finance,L3 Bidder,10-Nov-2025 12:54 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,272256,M/S SWARAJ CONSTRUCTION,17-Jul-2025 11:56 AM,Accepted-AOC,L1 Bidder,10-Nov-2025 01:02 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,272183,NARUTTAM CHANGMAI,17-Jul-2025 02:09 PM,Rejected-Finance,L2 Bidder,10-Nov-2025 12:54 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,272110,Win Power Infracon LLP,17-Jul-2025 09:18 AM,Rejected-Finance,L4 bidder,10-Nov-2025 12:54 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
