Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Tender Document,"1,04,060",Yes,percentage,2.0%,Nil,Nil,30-Oct-2024 03:00 PM,21-Nov-2024 03:30 PM,30-Oct-2024 03:00 PM,20-Nov-2024 02:00 PM,NA ,NA ,30-Oct-2024 03:00 PM,20-Nov-2024 02:00 PM,11-Feb-2025 11:05 AM,"Construction of Buildingless Sub Health Centre in Damadaodham SC in Nalbari District under PM ABHIM for FY 2022-23 under NHM, Assam on Turnkey Basis","Construction of Buildingless Sub Health Centre in Damadaodham SC in Nalbari District under PM ABHIM for FY 2022-23 under NHM, Assam on Turnkey Basis",Please refer Tender documents. ,NA ,"52,03,000",Civil Works - Building,NA ,Tender,180.0,180.0,Nalbari,781335.0,NA ,NA ,NA ,O/O MD NHM,No ,No,"1,500",Nil,Nil,No,MD NHM,"O/O MD NHM, Christianbasti",1.0,SBI Bank,National Health Mission||State Programme Management Unit - NHM,NHM-260339,2024_NHM_40148_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,AOC,1.0,248924.0,KULEN BEZBARUAH,INR,"4,448,000",osd,Internal,osd,Dipankar Barman,15-Nov-2025 10:41 AM,finsummary_65211.pdf (193.34 KB),Technical,Financial bid opened,Dipankar Barman,11-Feb-2025 10:51 AM,,OSD,Internal,,Dipankar Barman,11-Feb-2025 11:00 AM,11-Feb-2025 11:05 AM,techsummary_65211.pdf (685.17 KB),1,248981,HEMEN DEKA,20-Nov-2024 10:15 AM,Rejected-Finance,Not Admitted,15-Nov-2025 10:41 AM,Finance,Financial bid opened,Dipankar Barman,15-Nov-2025 10:32 AM,,BOQ Comparative Chart,National Health Mission||State Programme Management Unit - NHM,2024_NHM_40148_1,NHM-260339,"Construction of Buildingless Sub Health Centre in Damadaodham SC in Nalbari District under PM ABHIM for FY 2022-23 under NHM, Assam on Turnkey Basis",15-Nov-2025,"INR 4,448,000",270.0,Dipankar Barman,15-Nov-2025 10:44 AM,wo.pdf (193.00 KB),work allotted,AOC
,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2,248924,KULEN BEZBARUAH,19-Nov-2024 10:58 AM,Accepted-AOC,work allotted,15-Nov-2025 10:44 AM,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Technical Qulification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,3,247635,MRINAL ALI,20-Nov-2024 01:42 PM,Rejected-Technical,Not Admitted,11-Feb-2025 11:00 AM,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,4,248932,M/S Marshal Vision,20-Nov-2024 11:12 AM,Rejected-Technical,Not Admitted,11-Feb-2025 11:00 AM,,,,,,,,,,,,,,,,,,AOC
,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,5,248953,Sri Manash Jyoti Deka,20-Nov-2024 12:22 PM,Rejected-Finance,Not Admitted,15-Nov-2025 10:41 AM,,,,,,,,,,,,,,,,,,AOC
