S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,271069.0,KAZI MAHMADUL HASSAN,INR,"6,615,847",Assam Electricity Grid Corporation Ltd||CGM (T and T),2025_AEGCL_44844_1,AEGCL/MD/Tech-351/OnM(LAR)/Loc 160/DLG-GOSS/Bid,Construction of new tower with pile foundation and associated work in place of river eroded tower,CGM(OnM)LAR,Internal,,PRIYABRATA DEB,29-Aug-2025 02:04 PM,29-Aug-2025 03:00 PM,techsummary_71185.pdf (156.46 KB),29-Nov-2025,"INR 6,615,847",180.0,PRIYABRATA DEB,29-Nov-2025 05:17 PM,Contract_Kazi_160.pdf (9451.00 KB),"CGM (OnM), LAR",Internal,,PRIYABRATA DEB,29-Nov-2025 05:14 PM,finsummary_71185.pdf (180.04 KB),1.0,270803.0,DIMBESWAR DAS PRIVATE LIMITED,03-Jul-2025 11:07 AM,Rejected-Finance,L3 Bidder,29-Nov-2025 05:14 PM,Technical,Technical bid opened on 07.07.2025,Sumi Phukan,07-Jul-2025 04:09 PM,,Finance,Financial bid opened on 29.08.2025,Sumi Phukan,29-Aug-2025 04:22 PM,,BOQ Comparative Chart,AOC,"CGM(OnM), LAR","Bijulee Bhawan, Paltan Bazar, Guwahati-01",12-Jun-2025 09:00 AM,05-Jul-2025 02:00 PM,12-Jun-2025 09:00 AM,03-Jul-2025 12:00 PM,12-Jun-2025 09:00 AM ,19-Jun-2025 12:00 PM ,12-Jun-2025 09:00 AM,03-Jul-2025 12:00 PM,29-Aug-2025 03:00 PM,"1,55,000",No,fixed,,Nil,Nil,1.0,Corrigendum-I,Technical Bid,,Construction of new tower with pile foundation and associated work in place of river eroded tower,Construction of new tower with pile foundation and associated work in place of river eroded tower at Loc-160 of 132 KV Dhaligaon-Gossaigaon Line,Please refer Tender documents. ,NA ,"75,99,698",Electrical Works,NA ,Tender,180.0,180.0,Loc 160 of Dhaligaon-Gossaigaon transmission line,783336.0,NA ,NA ,NA ,"Bijulee Bhawan, Paltan Bazar, Guwahati-01",No ,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.rar,Techno-Commercial,Assam Electricity Grid Corporation Ltd||CGM (T and T),AEGCL/MD/Tech-351/OnM(LAR)/Loc 160/DLG-GOSS/Bid,2025_AEGCL_44844_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"1,000",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,271069.0,KAZI MAHMADUL HASSAN,03-Jul-2025 12:53 AM,Accepted-AOC,L1 bidder,29-Nov-2025 05:17 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.rar,Financial,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,271062.0,P & S CONSTRUCTION,02-Jul-2025 06:51 PM,Rejected-Finance,L2 Bidder,29-Nov-2025 05:14 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.rar,Experience,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,271054.0,SAHIL CHOUDHURY,03-Jul-2025 11:43 AM,Rejected-Technical,The techno-commercial bid of the bidder is found to be non-responsive to the requirement of the bidding document.,29-Aug-2025 02:04 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.rar,GTP/TTR,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,271081.0,Tech.Point Engineers,03-Jul-2025 11:53 AM,Rejected-Technical,The techno-commercial bid of the bidder is found to be non-responsive to the requirement of the bidding document.,29-Aug-2025 02:04 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.rar,MA,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,AOC
