Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Technical,Technical bid opened by the bid evaluation committee,Biswa Jyoti Das,21-Dec-2024 01:04 PM,,"DFO, Sonitpur East Division",Internal,"Kumarjya Gogoi, FR, Bhupen Deori, HA, Babul Das, Accountant",Biswa Jyoti Das,13-Mar-2025 01:22 PM,finsummary_65728.pdf (684.19 KB),"Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests (Upper Assam Zone)||Northern Assam Circle, Tezpur||Sonitpur East Division",2024_PCCF_40593_1,FSET/B/CSS-Project Elephant/2024/3029,Construction of Watch Tower under CSS-Project Elephant Scheme at Kathanibari area under Sadar Beat,Finance,financial bid open by the bid evaluation committee,Biswa Jyoti Das,20-Jan-2025 04:57 PM,,BOQ Comparative Chart,01-Apr-2025,"INR 1,350,000",180.0,CHAMPAK DEKA,12-Nov-2025 01:26 PM,workorderjagadish.pdf (583.00 KB),Award of Contract,1.0,251159.0,JAGADISH SONOWAL,INR,"1,350,000",1,251230,Bhaskarjyoti Nath,16-Dec-2024 01:55 PM,Rejected-Finance,Less work experience,13-Mar-2025 01:22 PM,"Biswa Jyoti Das, DFO",Internal,"Kumarjya Gogoi, FR, Bhupen Deori, HA, Babul Das, Accountant",Biswa Jyoti Das,23-Dec-2024 01:56 PM,23-Dec-2024 02:00 PM,techsummary_65728.pdf (684.19 KB),AOC,"30,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,Construction of Watch Tower under CSS-Project Elephant Scheme at Kathanibari area under Sadar Beat,Construction of Watch Tower under CSS-Project Elephant Scheme at Kathanibari area under Sadar Beat,Please refer Tender documents. ,NA ,"15,00,000",Civil Works - Building,NA ,Tender,180.0,NA ,Kathanibari under Sadar Beat,784176.0,"Sonitpur East Division, Biswanath Chariali ","Sonitpur East Division, Biswanath Chariali ",30-Nov-2024 11:30 AM ,"Sonitpur East Division, Biswanath Chariali",No ,No,26-Nov-2024 05:00 PM,16-Dec-2024 04:30 PM,26-Nov-2024 05:00 PM,16-Dec-2024 02:00 PM,26-Nov-2024 05:00 PM ,30-Nov-2024 05:00 PM ,26-Nov-2024 05:00 PM,16-Dec-2024 02:00 PM,23-Dec-2024 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical documents,"Divisional Forest Officer, Sonitpur East Division","Sonitpur East Division, Biswanath Chariali","1,000",Nil,Nil,No,"Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests (Upper Assam Zone)||Northern Assam Circle, Tezpur||Sonitpur East Division",FSET/B/CSS-Project Elephant/2024/3029,2024_PCCF_40593_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,251159,JAGADISH SONOWAL,16-Dec-2024 01:42 PM,Accepted-AOC,Highest bidder,12-Nov-2025 01:26 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,250217,M/S A R ENTERPRISE,15-Dec-2024 10:17 PM,Rejected-Finance,L2,13-Mar-2025 01:22 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,251061,Surjya Das,15-Dec-2024 12:52 PM,Rejected-Technical,"Rejected due to non submission of ITR 2022-23 and Audited balance sheet, Bid letter, ESIC, Bank details",23-Dec-2024 01:56 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,251224,Swarup Upadhyaya,16-Dec-2024 12:25 PM,Rejected-Finance,Less work Experience,13-Mar-2025 01:22 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
