Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
"N.B. Bora, DGM (CnP)",Internal,"N.J. Phukan, DGM (Mech - Project) and M. Borthakur, Sr. Manager (Finance and Accounts)",Pronit Kr Phukan,08-Oct-2025 11:41 AM,08-Oct-2025 03:00 PM,techsummary_70199.pdf (1564.06 KB),1.0,268301.0,KSB Limited,INR,"4,292,084","S.K. Chetia, DGM (Finance)",Internal,"N.B. Borah, DGM (CnP), N.J. Phukan, DGM (Mech - Project)",Pronit Kr Phukan,11-Nov-2025 04:40 PM,finsummary_70199.pdf (1567.45 KB),Technical,The Bids submitted by M/s Mekatronz and M/s KSB Ltd is prima facie found to be ok and hence admitted for further evaluation.,Pronit Kr Phukan,09-Jun-2025 11:34 AM,,Finance,The price bid of both the technically qualified bidders are opened and are admitted for further financial evaluation,Pronit Kr Phukan,08-Oct-2025 03:57 PM,,BOQ Comparative Chart,1,268301,KSB Limited,23-May-2025 07:07 PM,Accepted-AOC,L1 Bidder,12-Nov-2025 12:11 PM,11-Nov-2025,"INR 4,292,084",112.0,Pronit Kr Phukan,12-Nov-2025 12:10 PM,Purchaseorder.pdf (1708.00 KB),Purchase Order,Industries and Commerce Department||Assam Petro-Chemicals Ltd.||Head office Namrup||Materials Management Department,2025_ICD_44023_1,APL/CnP/252/PP/E/Pro/25-26/074,ARC Valves,AOC,"1,000",Nil,Nil,Yes,1.0,SBI Bank,"1,17,200",Yes,fixed,,Nil,Nil,ARC Valves,"ARC Valves for the pump 001-PA-602, 001-PA-460 AB, 001-PA-452 AB, 001-PA-455 AB, 001-PA-456 AB, 001-PA-458 AB, 001-PA-201 AB, 001-PA-601 AB",As per tender documents ,NA ,"58,60,210",Supply of Materials,NA ,Tender,120.0,60.0,"APL, Namrup",786623.0,NA ,NA ,NA ,"APL, Namrup",No ,No,Managing Director,"Assam Petrochemicals Limited, Namrup, P.O. Parbatpur - 786623, District - Dibrugarh, Assam",1.0,Corrigendum - 3,Date,,1,Fee/PreQual/Technical,.pdf,Technical Offer,Industries and Commerce Department||Assam Petro-Chemicals Ltd.||Head office Namrup||Materials Management Department,APL/CnP/252/PP/E/Pro/25-26/074,2025_ICD_44023_1,Yes,Open Limited,Item Rate,Goods,2.0,No,No,Online,No,No,No,09-Apr-2025 11:00 AM,27-May-2025 10:00 AM,09-Apr-2025 12:00 PM,26-May-2025 03:00 PM,NA ,NA ,09-Apr-2025 12:00 PM,26-May-2025 03:00 PM,08-Oct-2025 03:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,266298,MEKATRONZ GLOBTECH PRIVATE LIMITED,23-Apr-2025 09:40 AM,Rejected-Finance,Higher,11-Nov-2025 04:40 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,AOC
