Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Infrastructure Development of North Lakhimpur College, Lakhimpur for elevation as Universities under TNEIF","Infrastructure Development of North Lakhimpur College, Lakhimpur for elevation as Universities under TNEIF",Please refer Tender documents. ,NA ,"9,38,17,000",Civil Works - Building,NA ,Tender,180.0,545.0,North Lakhimpur,787001.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ",18-Aug-2025 11:30 AM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"Tech-I(H_E)/104/2024/25 Dated Guwahati the 13th August, 2025",2025_PWBNH_46535_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"CE, PWD(Bldg), H and E, Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3","18,76,340",Yes,percentage,2.0%,Nil,Nil,14-Aug-2025 06:10 PM,26-Aug-2025 03:30 PM,14-Aug-2025 06:10 PM,26-Aug-2025 02:00 PM,NA ,NA ,14-Aug-2025 06:10 PM,26-Aug-2025 02:00 PM,10-Oct-2025 04:10 PM,"18,770",Nil,Nil,No,AOC,CE PWD(Bldg),Internal,,ABIDUR RAHMAN,29-Nov-2025 04:27 PM,finsummary_74131.pdf (869.87 KB),29-Nov-2025,"INR 99,442,000",545.0,ABIDUR RAHMAN,29-Nov-2025 04:31 PM,WONORTHLAKHIMPUR.pdf (870.00 KB),Technical,Summary,Chandana Basumatary,27-Aug-2025 04:10 PM,technical_74131.pdf,1.0,278303.0,Dhruba Jyoti Saikia,25-Aug-2025 07:13 PM,Accepted-AOC,Work Order Issued,29-Nov-2025 04:31 PM,Finance,Summary,Chandana Basumatary,10-Oct-2025 04:19 PM,finance_74131.pdf,BOQ Comparative Chart,1.0,278303.0,Dhruba Jyoti Saikia,INR,"99,442,000",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_46535_1,"Tech-I(H_E)/104/2024/25 Dated Guwahati the 13th August, 2025","Infrastructure Development of North Lakhimpur College, Lakhimpur for elevation as Universities under TNEIF",CE PWD(Bldg),Internal,,ABIDUR RAHMAN,10-Oct-2025 04:08 PM,10-Oct-2025 04:10 PM,techsummary_74131.pdf (170.89 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
