Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Public Works Roads Department,No. ACEH/TECH/131/2025-26/4,2025_PWD_46167_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Bid Security,1.0,SBI Bank,"1,77,282",Yes,percentage,2.0%,Nil,Nil,"2,700",Nil,Nil,No,"Addl. CE, PWD (RNB),Hills,Assam,Haflong","O/o The Addl. CE, PWD (RNB),Hills,Assam,Haflong",08-Aug-2025 10:00 AM,25-Aug-2025 02:00 PM,08-Aug-2025 10:00 AM,23-Aug-2025 04:00 PM,NA ,NA ,08-Aug-2025 10:00 AM,23-Aug-2025 04:00 PM,15-Oct-2025 11:00 AM,"Construction of Staff Nurse Quarter at Umrangso Hospital Complex 4 Units at Dima Hasao District ,Assam under Pradhan Mantri Khanij Kshetra Kalyan Yojana (PMKKKY) for the year 2024-25.","Construction of Staff Nurse Quarter at Umrangso Hospital Complex 4 Units at Dima Hasao District ,Assam under Pradhan Mantri Khanij Kshetra Kalyan Yojana (PMKKKY) for the year 2024-25.",Technical Qualification Details ,NA ,"88,64,122",Civil Works,NA ,Tender,180.0,120.0,Dima Hasao,788819.0,NA ,NA ,NA ,"O/o The Addl. CE, PWD (RNB),Hills,Assam,Haflong",No ,No,AOC,SE PWD RNB Haflong Circle Haflong,Internal,,Mogendro Kemprai,26-Nov-2025 09:28 PM,finsummary_73616.pdf (566.89 KB),Technical,Technical Bid Opening,Mogendro Kemprai,14-Oct-2025 10:39 PM,technical_73616.pdf,1.0,276154.0,Jimburaj Jidung,INR,"7,977,710",SE PWD RNB Haflong Circle Haflong,Internal,,Mogendro Kemprai,14-Oct-2025 10:47 PM,15-Oct-2025 11:00 AM,techsummary_73616.pdf (332.22 KB),1.0,276154.0,Jimburaj Jidung,21-Aug-2025 05:46 PM,Accepted-AOC,L1,26-Nov-2025 09:35 PM,Finance,Financial Bid Opening,Mogendro Kemprai,26-Nov-2025 09:21 PM,finance_73616.pdf,BOQ Comparative Chart,Public Works Roads Department,2025_PWD_46167_3,No. ACEH/TECH/131/2025-26/4,"Construction of Staff Nurse Quarter at Umrangso Hospital Complex 4 Units at Dima Hasao District ,Assam under Pradhan Mantri Khanij Kshetra Kalyan Yojana (PMKKKY) for the year 2024-25.",26-Nov-2025,"INR 8,864,122",120.0,Mogendro Kemprai,26-Nov-2025 09:35 PM,AOC_NURSE_QUARTER.pdf (296.00 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Cost of Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,277594.0,Sehkhothang Changsan,22-Aug-2025 07:30 PM,Rejected-Technical,Tecnically Disqualified,14-Oct-2025 10:47 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,3.0,277956.0,Sri Dibosh Bathari,22-Aug-2025 12:07 PM,Rejected-AOC,L3,26-Nov-2025 09:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,4.0,277911.0,Sri Telen Kemprai,23-Aug-2025 12:53 PM,Rejected-AOC,L2,26-Nov-2025 09:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,5.0,277777.0,TAPAN KUMAR MALAKAR,23-Aug-2025 11:53 AM,Rejected-Technical,Tecnically Disqualified,14-Oct-2025 10:47 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
