S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,268323.0,Tribeni Constructions Limited,INR,"148,701,125",Technical,Summary,Chandana Basumatary,15-May-2025 04:59 PM,technical_70346.pdf,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_44092_17,"CE/TB-VI/RIDF-XXX/1/2024/17 Dated Guwahati the 17th March, 2025","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Kadamoni Twon High School, Juria (ii)Chaparmukh B.B. Hansaria higher Secondary School, Kapili under Nagaon, BR(sc) D, R and S TBD (Gr-36)",CE PWD(Bldg),Internal,,ABIDUR RAHMAN,14-Nov-2025 06:58 PM,finsummary_70346.pdf (1324.78 KB),CE PWD(Bldg),Internal,,Chandana Basumatary,26-Jul-2025 05:00 PM,26-Jul-2025 05:05 PM,techsummary_70346.pdf (662.42 KB),Finance,Summary,ABIDUR RAHMAN,26-Jul-2025 05:17 PM,finance_70346.pdf,BOQ Comparative Chart,14-Nov-2025,"INR 148,701,125",730.0,ABIDUR RAHMAN,14-Nov-2025 07:01 PM,WOGR36.pdf (1325.00 KB),1.0,268348.0,AJ Enterprise,14-May-2025 08:31 PM,Rejected-Technical,Non-Responsive,26-Jul-2025 05:00 PM,AOC,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,1.0,Extension Notice,Date,,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"CE/TB-VI/RIDF-XXX/1/2024/17 Dated Guwahati the 17th March, 2025",2025_PWBNH_44092_17,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"CE, PWD(Bldg), H and E, Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3","29,000",Nil,Nil,No,1.0,SBI Bank,"Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Kadamoni Twon High School, Juria (ii)Chaparmukh B.B. Hansaria higher Secondary School, Kapili under Nagaon, BR(sc) D, R and S TBD (Gr-36)","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Kadamoni Twon High School, Juria (ii)Chaparmukh B.B. Hansaria higher Secondary School, Kapili under Nagaon, BR(sc) D, R and S TBD (Gr-36)",Please refer Tender documents. ,NA ,"14,43,70,000",Civil Works - Building,NA ,Tender,180.0,730.0,Nagaon,782001.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ",21-Apr-2025 11:30 AM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,"28,87,400",Yes,percentage,2.0%,Nil,Nil,19-Apr-2025 11:00 AM,15-May-2025 03:00 PM,19-Apr-2025 11:00 AM,15-May-2025 02:00 PM,NA ,NA ,19-Apr-2025 11:00 AM,15-May-2025 02:00 PM,26-Jul-2025 05:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,267757.0,GANPATI CONSTRUCTION COMPANY,15-May-2025 11:05 AM,Rejected-AOC,L2,14-Nov-2025 07:01 PM,AOC,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,267798.0,M/S PRAGATI SALES AND SUPPLY,15-May-2025 12:18 PM,Rejected-Technical,Non-Responsive,26-Jul-2025 05:00 PM,AOC,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,268323.0,Tribeni Constructions Limited,14-May-2025 05:52 PM,Accepted-AOC,Work Order Issued,14-Nov-2025 07:01 PM,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
