S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,"Construction of 50 Bedded Assam Type Hostel separately for Boys and Girls at Thingvom High School under Dharti Aaba Janjatiya Gram Utkarsh Ahiyan (DAJGUA) under Samagra Shiksha, Assam for the year 2025-26","Construction of 50 Bedded Assam Type Hostel separately for Boys and Girls at Thingvom High School under Dharti Aaba Janjatiya Gram Utkarsh Ahiyan (DAJGUA) under Samagra Shiksha, Assam for the year 2025-26",Please Refer Tender Documents ,NA ,"3,48,80,504",Civil Works,NA ,Tender,180.0,270.0,Dima Hasao,788819.0,NA ,NA ,NA ,"O/o The Addl. CE, PWD (RNB),Hills,Assam,Haflong",No ,No,"10,500",Nil,Nil,No,Public Works Roads Department,No. ACEH/TECH/131/2025-26/7,2025_PWD_47413_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Bid Security,"Addl. CE, PWD (RNB),Hills,Assam,Haflong","O/o The Addl. CE, PWD (RNB),Hills,Assam,Haflong",10-Sep-2025 10:00 AM,16-Sep-2025 11:00 AM,10-Sep-2025 10:00 AM,15-Sep-2025 04:00 PM,NA ,NA ,10-Sep-2025 10:00 AM,15-Sep-2025 04:00 PM,18-Sep-2025 11:00 AM,"6,97,610",Yes,percentage,2.0%,Nil,Nil,AOC,1.0,281118.0,Sehkhothang Changsan,INR,"37,008,212",Technical,Technical Bid Opening,Mogendro Kemprai,17-Sep-2025 11:21 PM,technical_75670.pdf,SE PWD RNB Haflong Circle Haflong,Internal,,Mogendro Kemprai,27-Nov-2025 10:08 PM,finsummary_75670.pdf (924.50 KB),SE PWD RNB Haflong Circle Haflong,Internal,"GE PWD RNB Hills, Assam,Haflong AEE PWD HaflongTerritirial Building Division,Haflong",Mogendro Kemprai,17-Sep-2025 11:24 PM,18-Sep-2025 11:00 AM,techsummary_75670.pdf (186.25 KB),1.0,281118.0,Sehkhothang Changsan,12-Sep-2025 01:41 PM,Accepted-AOC,L1,27-Nov-2025 10:10 PM,Finance,Financial Bid opening,Mogendro Kemprai,27-Nov-2025 10:03 PM,finance_75670.pdf,BOQ Comparative Chart,Public Works Roads Department,2025_PWD_47413_1,No. ACEH/TECH/131/2025-26/7,"Construction of 50 Bedded Assam Type Hostel separately for Boys and Girls at Thingvom High School under Dharti Aaba Janjatiya Gram Utkarsh Ahiyan (DAJGUA) under Samagra Shiksha, Assam for the year 2025-26",27-Nov-2025,"INR 34,880,504",270.0,Mogendro Kemprai,27-Nov-2025 10:10 PM,AOC.pdf (478.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Document,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
