Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,Financial summary,Deepjyoti Sarma,26-Nov-2025 11:08 AM,finance_73946.pdf,BOQ Comparative Chart,1,280540,ELITE ARCHITECT & CONSULTANT,11-Sep-2025 12:32 PM,Rejected-Finance,Disqualified,26-Nov-2025 11:40 AM,Kalpajit Das,Internal,"K. Das, BD Borpatragohain, M.Alam, D.Sarma, PP Bhattacharyya, U.Kashyap",Bhaskar Borpatra Gohain,25-Oct-2025 10:22 AM,25-Oct-2025 10:25 AM,techsummary_73946.pdf (772.95 KB),Kalpajit Das,Internal,"K.Das, B.D.Borpatragohain, D.Sarma, M.Alam,R.Rajkonwar, P.P.Bhattacharyya, U.Kashyap",Deepjyoti Sarma,26-Nov-2025 11:40 AM,finsummary_73946.pdf (551.57 KB),Technical,Technical summary,Bhaskar Borpatra Gohain,25-Oct-2025 10:18 AM,technical_73946.pdf,1.0,278295.0,Everlite Engineering Industries,INR,"20,251,943.25",26-Nov-2025,"INR 20,251,943.25",90.0,Deepjyoti Sarma,26-Nov-2025 11:45 AM,LOI.pdf (3188.00 KB),Award of Contract,Industries and Commerce Department||DNP Limited,2025_ICD_46369_1,DNPL/PC/2025/55KM/EW/65/04,Electrical Works for DNP Pipeline Project Duliajan to IP-1A,AOC,1.0,Corrigendum4,Date,,13-Aug-2025 02:15 PM,12-Sep-2025 11:00 AM,13-Aug-2025 02:30 PM,11-Sep-2025 02:00 PM,13-Aug-2025 03:00 PM ,18-Aug-2025 04:00 PM ,22-Aug-2025 09:00 AM,11-Sep-2025 02:00 PM,25-Oct-2025 10:25 AM,Industries and Commerce Department||DNP Limited,DNPL/PC/2025/55KM/EW/65/04,2025_ICD_46369_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Commercial Volume I of II,"3,000",Nil,Nil,Yes,1.0,SBI Bank,"Director and CEO, DNP Ltd",1 No Borpather Madhuban Duliajan-786602,0.0,No,fixed,,Nil,Nil,Electrical Works for DNP Pipeline Project Duliajan to IP-1A,Electrical Works for DNP Pipeline Project Duliajan to IP-1A(Existing SV 02),Please refer Tender documents. ,NA ,,Electrical Works,NA ,Tender,180.0,90.0,Duliajan,786602.0,Duliajan/Online ,1 No Borpather Madhuban Duliajan-786602 ,19-Aug-2025 03:00 PM ,Duliajan,No ,No,AOC
,,,,,,2,278295,Everlite Engineering Industries,02-Sep-2025 02:56 PM,Accepted-AOC,Qualified for AOC,26-Nov-2025 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Corrigendum3,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Volume II of II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,278284,TECHSOL Engineers,11-Sep-2025 10:23 AM,Rejected-Finance,Disqualified,26-Nov-2025 11:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
