Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Construction of Road from Barmati to Debajani village (Ph-II) under Border Development Activity in the Inter-State Border for 2024-25 under South Salmara Mankachar District. Package No. BDA_GSSRC_SSDTR_24,Construction of Road from Barmati to Debajani village (Ph-II) under Border Development Activity in the Inter-State Border for 2024-25 under South Salmara Mankachar District. Package No. BDA_GSSRC_SSDTR_24,Please refer Tender documents. ,NA ,"24,99,740",Civil Works – Roads,NA ,Tender,90.0,NA ,Mankachar,783101.0,NA ,NA ,NA ,"O/O The S.E., PWD, Glp and SS Roads Circle, Glp",No ,No,1.0,SBI Bank,"50,000",Yes,fixed,,Nil,Nil,12-Sep-2025 02:00 PM,09-Oct-2025 10:30 AM,12-Sep-2025 02:00 PM,08-Oct-2025 02:00 PM,NA ,NA ,12-Sep-2025 02:00 PM,08-Oct-2025 02:00 PM,17-Oct-2025 12:35 PM,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,Superintending Engineer,"O/O The Superintending Engineer, PWD, Goalpara and South Salmara Roads Circle, Goalpara",500.0,Nil,Nil,No,Public Works Roads Department,SE(GSSC)/TB-01/NIT/2021/74 dated 11.09.2025,2025_PWD_47485_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Public Works Roads Department,2025_PWD_47485_1,SE(GSSC)/TB-01/NIT/2021/74 dated 11.09.2025,Construction of Road from Barmati to Debajani village (Ph-II) under Border Development Activity in the Inter-State Border for 2024-25 under South Salmara Mankachar District. Package No. BDA_GSSRC_SSDTR_24,14-Nov-2025,"INR 2,499,739.81",90.0,Kulendra Boro,14-Nov-2025 12:44 PM,FWO_BADP.pdf (109.00 KB),1,283648,Mahmud Hassan,08-Oct-2025 01:18 PM,Accepted-AOC,L1,14-Nov-2025 12:44 PM,Finance,6 nos. bid admitted,Kulendra Boro,14-Nov-2025 12:31 PM,finance_75789.pdf,BOQ Comparative Chart,SE,Internal,"SE, AEE, JE",Kulendra Boro,14-Nov-2025 12:36 PM,finsummary_75789.pdf (428.14 KB),Technical,TE,Dalim Kalita,17-Oct-2025 12:27 PM,technical_75789.pdf,1.0,283648.0,Mahmud Hassan,INR,"1,749,768",SE,Internal,,Dalim Kalita,17-Oct-2025 12:29 PM,17-Oct-2025 12:35 PM,techsummary_75789.pdf (482.99 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2,283701,MR SHOBHAN KUMAR SAHA,08-Oct-2025 11:17 AM,Rejected-AOC,L3,14-Nov-2025 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security and Tender Processing Fees,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,3,283259,Raghunath Rabha,06-Oct-2025 03:43 PM,Rejected-AOC,L6,14-Nov-2025 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,4,283852,Rakibul Hassan Mollah,08-Oct-2025 01:59 PM,Rejected-AOC,L2,14-Nov-2025 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,5,283181,Shahidul Anam,08-Oct-2025 10:18 AM,Rejected-AOC,L5,14-Nov-2025 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,6,283850,Shazibul Hassan Mollah,08-Oct-2025 01:35 PM,Rejected-AOC,L4,14-Nov-2025 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
