EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"14,700",Yes,percentage,2.0%,Nil,Nil,28-Aug-2025 02:00 PM,19-Sep-2025 01:00 PM,28-Aug-2025 03:00 PM,18-Sep-2025 03:30 PM,NA ,NA ,28-Aug-2025 03:30 PM,18-Sep-2025 03:30 PM,06-Oct-2025 11:00 AM,Supply of Mustard oil cake for PEN Culture and Paddy cum Fish culture,Supply of Mustard oil cake for PEN Culture and Paddy cum Fish culture,Please refer Tender documents. ,NA ,"7,35,000",Crop Products,NA ,Tender,180.0,NA ,SOUTH SALMARA MANKACHAR,783135.0,NA ,NA ,NA ,"O/o DFDO, South Salmara Mankachar",No ,No,200.0,Nil,Nil,No,1.0,SBI Bank,"DFDO, South Salmara Mankachar","O/o DFDO, South Salmara Mankachar, Hatsingimari",1.0,Fee/PreQual/Technical,.pdf,NIB,Department of Fisheries||Directorate of Fisheries Assam||DDF LAZ Howly||DFDO South Salmara,AFD(SM)-36/PMMSY/2023-24/152,2025_FD_47029_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,No,AOC,Technical,"Against the component of Mustard Oil cake, 3 tender applications were received in hard copies as well as in assamtenders.com portal.",Mahesh Brahma,04-Oct-2025 12:52 AM,technical_74969.pdf,10-Nov-2025,"INR 735,000",120.0,Mahesh Brahma,11-Nov-2025 08:52 PM,2025_FD_47029_1.pdf (379.00 KB),L1 Bidder for Supply of Mustard oil cake for PEN Culture and Paddy cum Fish culture.,Finance,"3 Financial bids were received in online and all 3 Financial Bids are found in correct order, hence proposed for financial evaluation.",Mahesh Brahma,03-Nov-2025 04:37 PM,finance_74969.pdf,BOQ Comparative Chart,1,282279,BHAVISHYA ASSAM FEEDS,18-Sep-2025 01:19 PM,Accepted-AOC,ACCEPTED-L1 BIDDER,11-Nov-2025 08:52 PM,DISTRICT COMMISSIONER CUM CHAIRMAN,External,MEMBER SECRETARY AND MEMBERS,Mahesh Brahma,05-Nov-2025 11:27 PM,finsummary_74969.pdf (936.92 KB),1.0,282279.0,BHAVISHYA ASSAM FEEDS,INR,"661,500",Department of Fisheries||Directorate of Fisheries Assam||DDF LAZ Howly||DFDO South Salmara,2025_FD_47029_1,AFD(SM)-36/PMMSY/2023-24/152,Supply of Mustard oil cake for PEN Culture and Paddy cum Fish culture,DISTRICT COMMISSIONER CUM CHAIRMAN,External,"Member Secretary, Members",Mahesh Brahma,04-Oct-2025 12:56 AM,06-Oct-2025 11:00 AM,techsummary_74969.pdf (435.11 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,282186,Hatsingimari Farmers Producer company Limited,17-Sep-2025 08:05 PM,Rejected-Finance,L2 BIDDER,05-Nov-2025 11:27 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,282308,LUIT ENTERPRISE,18-Sep-2025 02:53 PM,Rejected-Finance,L3 BIDDER,05-Nov-2025 11:27 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
