EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"1,15,199",Yes,percentage,2.0%,Nil,Nil,Superintending Engineer,O/O SE BVCI Silchar,10-Sep-2025 02:00 PM,14-Oct-2025 01:00 PM,11-Sep-2025 06:00 PM,13-Oct-2025 02:00 PM,NA ,NA ,11-Sep-2025 06:00 PM,13-Oct-2025 02:00 PM,22-Oct-2025 11:35 AM,1.0,SBI Bank,"1,200",Nil,Nil,No,Irrigation Department||Chief Engineer(Major)-Irrigation Dept||Cachar Karimganj Circle,BVCI/IRRI/TB/04/2024/212 DATED 10/09/2025,2025_ID_47425_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,Installation of 2(Two) Points Medium Deep Tube Well (MDTW) Scheme in Lakhipur LAC under SOPD-G for the year 2025-26.,Installation of 2(Two) Points Medium Deep Tube Well (MDTW) Scheme in Lakhipur LAC under SOPD-G for the year 2025-26.,Please refer tender document ,NA ,"57,59,956",Composite Works,NA ,Tender,180.0,180.0,lakhipur,788103.0,NA ,NA ,NA ,O/O SE BVCI Silchar,No ,No,1.0,Fee/PreQual/Technical,.pdf,Tender fee and Bid Security,AOC,Irrigation Department||Chief Engineer(Major)-Irrigation Dept||Cachar Karimganj Circle,2025_ID_47425_1,BVCI/IRRI/TB/04/2024/212 DATED 10/09/2025,Installation of 2(Two) Points Medium Deep Tube Well (MDTW) Scheme in Lakhipur LAC under SOPD-G for the year 2025-26.,1.0,284160.0,K. K. ENTERPRISE,INR,"5,183,960.4",EE TC,Internal,JE AO,Rajdeep Goon,22-Oct-2025 11:31 AM,22-Oct-2025 11:35 AM,techsummary_75692.pdf (641.62 KB),Technical,Admitted,Sanjeev Kumar Patoa,14-Oct-2025 02:11 PM,technical_75692.pdf,08-Nov-2025,"INR 5,183,960.4",180.0,Rajdeep Goon,08-Nov-2025 11:11 AM,work.pdf (572.00 KB),EE TC,Internal,AE JE AO,Rajdeep Goon,08-Nov-2025 11:03 AM,finsummary_75692.pdf (503.18 KB),1.0,284188.0,ARSAD AHMED LASKAR,13-Oct-2025 11:49 AM,Rejected-Finance,financially not qualified,08-Nov-2025 11:03 AM,Finance,Admitted,Sanjeev Kumar Patoa,22-Oct-2025 11:52 AM,finance_75692.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Qualifying Document,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,284160.0,K. K. ENTERPRISE,13-Oct-2025 08:21 AM,Accepted-AOC,Technical and financial criteria fulfilled,08-Nov-2025 11:11 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
