S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Stage
1.0,267950.0,A B TENT HOUSE,INR,"74,354,304",CE PWD(Bldg),Internal,,ABIDUR RAHMAN,15-Nov-2025 05:07 PM,finsummary_70206.pdf (891.82 KB),Technical,Summary,ABIDUR RAHMAN,09-May-2025 06:24 PM,technical_70206.pdf,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_44010_12,"CE/TB-VI/ RIDF- XXX/ 1 /2024/ 13 Dated Guwahati the 4th March, 2025","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Salaguri Higher Secondary School, Amguri under Sivasagar DTBD (Gr 58)",Finance,Summary,Chandana Basumatary,11-Jun-2025 04:32 PM,finance_70206.pdf,BOQ Comparative Chart,CE PWD(Bldg),Internal,,ABIDUR RAHMAN,11-Jun-2025 03:47 PM,11-Jun-2025 03:50 PM,techsummary_70206.pdf (484.91 KB),15-Nov-2025,"INR 74,354,304",730.0,ABIDUR RAHMAN,15-Nov-2025 05:10 PM,WOGR58.pdf (892.00 KB),1.0,267950.0,A B TENT HOUSE,09-May-2025 01:08 PM,Accepted-AOC,Work Order Issued,15-Nov-2025 05:10 PM,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"CE/TB-VI/ RIDF- XXX/ 1 /2024/ 13 Dated Guwahati the 4th March, 2025",2025_PWBNH_44010_12,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,08-Apr-2025 06:00 PM,09-May-2025 03:00 PM,08-Apr-2025 06:00 PM,09-May-2025 02:00 PM,NA ,NA ,08-Apr-2025 06:00 PM,09-May-2025 02:00 PM,11-Jun-2025 03:50 PM,"CE, PWD(B), H AND E, Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3","14,43,700",Yes,percentage,2.0%,Nil,Nil,"14,500",Nil,Nil,No,"Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Salaguri Higher Secondary School, Amguri under Sivasagar DTBD (Gr 58)","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Salaguri Higher Secondary School, Amguri under Sivasagar DTBD (Gr 58)",Please refer Tender documents. ,NA ,"7,21,85,000",Civil Works - Building,NA ,Tender,180.0,730.0,Sivasagar,785640.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ",09-Apr-2025 11:00 AM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,1.0,2nd Extension Notice,Date,,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,267731.0,J C Infra corporation Limited,09-May-2025 12:49 PM,Rejected-Technical,Non-Responsive,11-Jun-2025 03:47 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,267846.0,OM CONSTRUCTIONS SHAMBHAVI PRIVATE LIMITED,09-May-2025 11:37 AM,Rejected-AOC,L2,15-Nov-2025 05:10 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX-IB,,,,,,,AOC
