object_id,Immediate Measures_expenditure_value
18-300-00104,113863000.0
18-301-00112,7159000.0
18-302-00116,40000000.0
18-302-00117,128000.0
18-303-00122,19935019.0
18-304-00128,30000000.0
18-305-00134,105000000.0
18-308-00150,38374000.0
18-309-00156,58000000.0
18-313-00175,19000000.0
18-316-00187,25000000.0
18-318-00195,39000000.0
18-321-00210,1182000.0
18-321-00211,31284000.0
18-323-00226,20413000.0
18-325-00270,38000000.0
18-326-00246,98200000.0
18-756-00249,27000000.0
18-757-00252,42873000.0
