object_id,Immediate Measures_expenditure_value
18-300-00104,62773000.0
18-301-00112,58382000.0
18-303-00122,76017300.0
18-304-00128,120600000.0
18-305-00134,84139000.0
18-306-00137,15200000.0
18-306-00138,8300000.0
18-309-00156,108307000.0
18-310-00159,39980000.0
18-310-00161,2734000.0
18-310-00163,2687000.0
18-313-00175,4998000.0
18-316-00184,18259345.0
18-316-00185,2577000.0
18-316-00186,4959743.0
18-316-00187,3425365.0
18-321-00209,298000.0
18-321-00211,309000.0
18-322-00219,9112000.0
18-323-00226,24015000.0
18-325-00237,137000.0
18-325-00238,2464000.0
18-325-00239,33555200.0
18-325-00269,987600.0
18-325-00270,2360468.0
18-326-00246,110000.0
18-756-00249,127985700.0
18-757-00252,2889500.0
18-757-00253,222000.00000000003
