S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,Public Works Roads Department,No.ACEH/TECH/CS/13/2025-26/26,2025_PWD_47689_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"6,97,610",Yes,percentage,2.0%,Nil,Nil,"Addl. CE, PWD (RNB),Hills,Assam,Haflong","O/o The Addl. CE, PWD (RNB),Hills,Assam,Haflong",1.0,Fee/PreQual/Technical,.pdf,Bid Security,26-Sep-2025 04:00 PM,06-Oct-2025 04:00 PM,26-Sep-2025 04:00 PM,06-Oct-2025 02:00 PM,NA ,NA ,26-Sep-2025 04:00 PM,06-Oct-2025 02:00 PM,10-Oct-2025 11:00 AM,"Construction of 50 Bedded Assam Type Hostel separately for Boys and Girls at Diyungbra HSS under Dharti Aaba Janjatiya Gram Utkarsh Ahiyan (DAJGUA) under Samagra Shiksha, Assam for the year 2025-26","Construction of 50 Bedded Assam Type Hostel separately for Boys and Girls at Diyungbra HSS under Dharti Aaba Janjatiya Gram Utkarsh Ahiyan (DAJGUA) under Samagra Shiksha, Assam for the year 2025-26",Please Refer Tender Documents ,NA ,"3,48,80,504",Civil Works,NA ,Tender,180.0,270.0,Dima Hasao,788819.0,NA ,NA ,NA ,"O/o The Addl. CE, PWD (RNB),Hills,Assam,Haflong",No ,No,"10,500",Nil,Nil,No,AOC,1.0,283249.0,Sri Jackson Hagjer,06-Oct-2025 01:48 PM,Accepted-AOC,L1,09-Dec-2025 03:21 PM,Finance,Financial Bid Opening,Mogendro Kemprai,09-Dec-2025 03:17 PM,finance_76073.pdf,BOQ Comparative Chart,1.0,283249.0,Sri Jackson Hagjer,INR,"37,007,600","SE, PWDRnB, Haflong Circle",Internal,,Mogendro Kemprai,09-Dec-2025 03:19 PM,finsummary_76073.pdf (803.72 KB),Technical,Technical Bid Opening,Mogendro Kemprai,09-Oct-2025 10:03 PM,technical_76073.pdf,SE PWD RNB Haflong Circle Haflong,Internal,,Mogendro Kemprai,09-Oct-2025 10:07 PM,10-Oct-2025 11:00 AM,techsummary_76073.pdf (326.43 KB),Public Works Roads Department,2025_PWD_47689_1,No.ACEH/TECH/CS/13/2025-26/26,"Construction of 50 Bedded Assam Type Hostel separately for Boys and Girls at Diyungbra HSS under Dharti Aaba Janjatiya Gram Utkarsh Ahiyan (DAJGUA) under Samagra Shiksha, Assam for the year 2025-26",09-Dec-2025,"INR 34,880,504",270.0,Mogendro Kemprai,09-Dec-2025 03:21 PM,AOC_DIYUNGBRA.pdf (324.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
