Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
24-Jul-2025 06:00 PM,16-Aug-2025 02:00 PM,24-Jul-2025 06:00 PM,16-Aug-2025 01:00 PM,NA ,NA ,27-Jul-2025 11:00 AM,16-Aug-2025 01:00 PM,20-Sep-2025 09:30 AM,Welfare of Plain Tribes and Backward Classes||Director - WPT and BC||Thengal Kachari Autonomous Council,TKAC/07 /2024-25- Part-II Dated 24th July 25,2025_WPTBC_45889_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Online,No,No,No,"Principal Secretary, TKAC, Titabor, Assam","O/o Principal Secretary, TKAC, Titabor, Assam",SUPPLY OF ITEMS FOR THE YEAR 2024-25,SUPPLY OF ITEMS FOR THE YEAR 2024-25,Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Tender,180.0,365.0,Jorhat,785630.0,"O/o TKAC, Titabor, Assam ","O/o TKAC, Titabor, Assam ",28-Jul-2025 03:00 PM ,"O/o TKAC, Assam, Titabor",No ,No,1.0,Corrigendum For Tender ID 2025_WPTBC_45889_1,Financial Bid,,1.0,Fee/PreQual/Technical,.pdf,Bid Documents downloaded from the portal,1.0,SBI Bank,"1,000",Nil,Nil,No,"1,00,000",Yes,fixed,,Nil,Nil,AOC,Committee Chairperson,Internal,,Chayanika Das,20-Sep-2025 07:18 AM,20-Sep-2025 09:30 AM,techsummary_72873.pdf (650.22 KB),1.0,276897.0,SELECTION,INR,"2,800",Welfare of Plain Tribes and Backward Classes||Director - WPT and BC||Thengal Kachari Autonomous Council,2025_WPTBC_45889_1,TKAC/07 /2024-25- Part-II Dated 24th July 25,SUPPLY OF ITEMS FOR THE YEAR 2024-25,Finance,All bids are accepted for Financial Evaluation,Rajib Roy,20-Sep-2025 04:22 PM,,BOQ Comparative Chart,Technical,All bids are accepted for technical evaluation,Rajib Roy,19-Aug-2025 08:39 AM,,1,276992,GLOBAL POWER AND ENGINEERS,16-Aug-2025 10:47 AM,Rejected-AOC,Rejected,12-Dec-2025 12:06 PM,Chairperson,Internal,,Rajib Roy,12-Dec-2025 12:01 PM,finsummary_72873.pdf (335.35 KB),12-Dec-2025,"INR 2,800",365.0,Rajib Roy,12-Dec-2025 12:05 PM,AOCtarpaulin.pdf (335.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scan copy of all technical qualification documents,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,276990,KAMAKHYA ENTERPRISES,15-Aug-2025 09:36 PM,Rejected-AOC,Rejected,12-Dec-2025 12:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid / BoQ,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,275956,om enterprise,16-Aug-2025 10:52 AM,Rejected-AOC,Rejected,12-Dec-2025 12:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,276897,SELECTION,16-Aug-2025 10:40 AM,Accepted-AOC,Accepted,12-Dec-2025 12:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,275670,S.H.AGENCIES,16-Aug-2025 10:21 AM,Rejected-Technical,Non complience of Technical Qualification,20-Sep-2025 07:18 AM,,,,,,,,,,,,,AOC
