Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Construction of Bridge in Sivasagar district i.Br. No. 1/1 on Mukoloni Missing Gaon Road,CE/EAP/ARRBP/OCB/Bridge-1/Sivasagar/02 Construction of Bridge in Sivasagar district i.Br. No. 1/1 on Mukoloni Missing Gaon Road,Please refer Tender documents. ,NA ,"5,37,08,000",Civil Works,NA ,Tender,90.0,720.0,Sivasagar,785640.0,"O/o the Chief Engineer (EAP), PWRD, Assam ","O/o the Chief Engineer (EAP), PWRD, Assam, Fatasil Ambari, Ghy-25 ",24-Jan-2024 11:00 AM ,"O/o the Chief Engineer (EAP), PWRD, Assam, Fatasil",No ,No,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,CEEAPARRBP111TENDERS2023PtII72,2024_PWRDW_35522_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,19-Jan-2024 06:00 PM,08-Feb-2024 02:30 PM,19-Jan-2024 06:00 PM,08-Feb-2024 02:00 PM,19-Jan-2024 06:00 PM ,24-Jan-2024 10:45 AM ,19-Jan-2024 06:00 PM,08-Feb-2024 02:00 PM,08-Mar-2024 12:00 PM,"5,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,SBD,1.0,SBI Bank,"Chief Engineer (EAP), PWRD, Assam","O/o the Chief Engineer (EAP), PWRD, Assam, Fatasil Ambari, Ghy-25","10,74,000",Yes,fixed,,Nil,Nil,AOC,Finance,Financial Bid Opened,Pallavi Chakravorty,08-Mar-2024 02:28 PM,,BOQ Comparative Chart,Technical,Technical Bid opened,Sanjita Bodo,07-Mar-2024 07:32 PM,,1.0,224292.0,Sri Jintu Dutta,08-Feb-2024 01:40 PM,Rejected-Technical,Non-responsive,07-Mar-2024 07:33 PM,CE (EAP),Internal,,Sanjita Bodo,10-Dec-2025 10:09 PM,finsummary_58146.pdf (155.06 KB),10-Dec-2025,"INR 56,359,355.51",560.0,Sanjita Bodo,10-Dec-2025 10:15 PM,Sivasagar_02_WorkOrder.pdf (245.00 KB),"Chief Engineer (EAP), PWRD",Internal,,Sanjita Bodo,07-Mar-2024 07:33 PM,08-Mar-2024 12:00 PM,techsummary_58146.pdf (146.92 KB),1.0,224378.0,Sri Rintu Borgohain,INR,"56,359,355.51",Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,2024_PWRDW_35522_9,CEEAPARRBP111TENDERS2023PtII72,Construction of Bridge in Sivasagar district i.Br. No. 1/1 on Mukoloni Missing Gaon Road,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,224378.0,Sri Rintu Borgohain,08-Feb-2024 01:25 PM,Accepted-AOC,responsive,10-Dec-2025 10:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Bid-Technical,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMP Document,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Bid-Financial,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
