Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
AEE Tc,Internal,JE AO,Sandeep Choudhury,24-Dec-2025 04:29 PM,24-Dec-2025 04:35 PM,techsummary_77234.pdf (1081.94 KB),1.0,288025.0,MOHITOSH SINGHA,INR,"2,169,394",Irrigation Department||Chief Engineer(Minor Irrigation)-Irrigation Dept||Cachar-karimganj Circle||Hailakandi Katlicherra Algapur Division,2025_ID_48610_1,HKAD/IRRI/TSOPD/PT V/2025-26/540 dt.13-11-25,Fabrication Supply and Installation of Solar Powered Cart Mounted Multifunctional I S 2 HP with two Nos of Manual Boring under 121 Hailakandi LAC under Innovative schemes 5 points for the year 2025 26,1,288922,AFTAR HUSSAIN CHOUDHURY,09-Dec-2025 03:16 PM,Rejected-Technical,No work done in Irrigation department and site visit certificate not submitted,24-Dec-2025 04:29 PM,Finance,Admitted,Debarika Deb,24-Dec-2025 04:51 PM,finance_77234.pdf,BOQ Comparative Chart,AEE TC,Internal,JE AO,Shah Sadullah Islam,24-Dec-2025 06:26 PM,finsummary_77234.pdf (289.15 KB),Technical,Bid Summary,Sandeep Choudhury,12-Dec-2025 03:13 PM,technical_77234.pdf,29-Dec-2025,"INR 2,169,394",120.0,Sandeep Choudhury,29-Dec-2025 06:05 PM,Mohitosh.pdf (538.00 KB),Rupees Twenty one lakh sixty nine thousand three hundred ninety four only,AOC,500.0,Nil,Nil,No,1.0,SBI Bank,Fabrication Supply and Installation of Solar Powered Cart Mounted Multifunctional I S 2 HP with two Nos of Manual Boring under 121 Hailakandi LAC under Innovative schemes 5 points for the year 2025 26,Fabrication Supply and Installation of Solar Powered Cart Mounted Multifunctional I S 2 HP with two Nos of Manual Boring under 121 Hailakandi LAC under Innovative schemes 5 points for the year 2025 26,Please refer tender document ,NA ,"21,69,394",Composite Works,NA ,Tender,180.0,120.0,HAILAKANDI,788151.0,NA ,NA ,NA ,o/o EE HAILKANDI ALGAPUR KATLICHERRA DIVISION,No ,No,EE HAKD,o/o EE HAILKANDI ALGAPUR KATLICHERRA DIVISION,"43,388",Yes,percentage,2.0%,Nil,Nil,Irrigation Department||Chief Engineer(Minor Irrigation)-Irrigation Dept||Cachar-karimganj Circle||Hailakandi Katlicherra Algapur Division,HKAD/IRRI/TSOPD/PT V/2025-26/540 dt.13-11-25,2025_ID_48610_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,13-Nov-2025 05:00 PM,12-Dec-2025 03:00 PM,13-Nov-2025 05:00 PM,12-Dec-2025 02:00 PM,NA ,NA ,13-Nov-2025 06:00 PM,12-Dec-2025 02:00 PM,24-Dec-2025 04:35 PM,1.0,Fee/PreQual/Technical,.pdf,Qualifying Document,AOC
,,,,,,,,,,,,,,,,2,288567,FARID AHMED BARBHUIYA,11-Dec-2025 10:32 PM,Rejected-Finance,financially not accepted,24-Dec-2025 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Fee and Security Fee,AOC
,,,,,,,,,,,,,,,,3,289168,farooq ahmed barbhuiya,11-Dec-2025 03:36 PM,Rejected-Technical,EPF return not Submitted,24-Dec-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,AOC
,,,,,,,,,,,,,,,,4,288025,MOHITOSH SINGHA,08-Dec-2025 06:12 PM,Accepted-AOC,All financial and technical criteria fulfilled,29-Dec-2025 06:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,5,289131,SALMAN MOHAMMED ALI CHOUDHURY,11-Dec-2025 03:00 PM,Rejected-Technical,Authority Seek Reference from Bidders banker not Submitted,24-Dec-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,AOC
