Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Sri Biplab Jyoti Das,Internal,"Sri. Biplab Jyoti Das, Sri. Arup Saikia, Smti. Sudipta Bijoy Sarmah, Sri. Tonmoy Saha, Sri. Ajay Kumar Rai, Smti. Deeksha Saikia, Sri. Bishnu Saikia",Md. Moy Hussain,28-Nov-2025 03:54 PM,finsummary_76323.pdf (421.01 KB),Technical,"As directed by the Tender Inviting Authority, Technical Bid has opened.",Md. Moy Hussain,14-Nov-2025 04:28 PM,,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||North Assam Zone-Tezpur-PHED||Tezpur Circle-Tezpur-PHED,2025_PHED_47906_1,SEPH/TEZ/TC-196/2025-26/ 905-911 Dated 08/10/2025,"Utility Shifting of Bahumari Pipe Water Supply Scheme under SOPD for the year 2025-26 under Tezpur Division No-I, Tezpur, Sonitpur",1.0,284658.0,SRI BIPUL MECH,INR,"1,991,417",Finance,Financial Bid has opened,Md. Moy Hussain,27-Nov-2025 02:57 PM,,BOQ Comparative Chart,19-Dec-2025,"INR 1,991,417",30.0,Md. Moy Hussain,19-Dec-2025 03:46 PM,WO_NIT29.pdf (997.00 KB),Award of Contract,1.0,285323.0,Jai Dadi Associate,01-Nov-2025 02:14 PM,Rejected-AOC,Not Awarded,19-Dec-2025 03:46 PM,Er. Biplab Jyoti Das,Internal,"Biplab Jyoti Das, Sudipta Bijoy Sarmah, Tonmoy Saha, Ajay Kumar Rai",Md. Moy Hussain,25-Nov-2025 01:15 PM,27-Nov-2025 02:00 PM,techsummary_76323.pdf (4068.09 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Technical qualification document,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||North Assam Zone-Tezpur-PHED||Tezpur Circle-Tezpur-PHED,SEPH/TEZ/TC-196/2025-26/ 905-911 Dated 08/10/2025,2025_PHED_47906_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Superintending Engineer (PHE),"O/o the Superintending Engineer (PHE), Tezpur Circle, Tezpur",1.0,SBI Bank,"Utility Shifting of Bahumari Pipe Water Supply Scheme under SOPD for the year 2025-26 under Tezpur Division No-I, Tezpur, Sonitpur","Utility Shifting of Bahumari Pipe Water Supply Scheme under SOPD for the year 2025-26 under Tezpur Division No-I, Tezpur, Sonitpur",Please refer Tender documents. ,NA ,"20,51,942",Civil Works - Water Works,NA ,Tender,90.0,30.0,"Rangapara, Sonitpur",784505.0,"Tezpur, Assam ","O/o the Superintending Engineer (PHE), Tezpur Circle, Tezpur ",15-Oct-2025 11:00 AM ,"O/o the Superintending Engineer (PHE), Tezpur",No ,No,09-Oct-2025 10:00 AM,07-Nov-2025 02:00 PM,09-Oct-2025 10:00 AM,06-Nov-2025 04:00 PM,NA ,NA ,09-Oct-2025 10:00 AM,06-Nov-2025 04:00 PM,27-Nov-2025 02:00 PM,"41,039",Yes,percentage,2.0%,Nil,Nil,1.0,Extension Corrigendum-1,Date,,410.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,284658.0,SRI BIPUL MECH,22-Oct-2025 06:24 PM,Accepted-AOC,Awarded as L1,19-Dec-2025 03:46 PM,,,,,,,,AOC,,,.pdf,Bid document downloaded from portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Financial Bid Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
