Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Dakshin Bijni Adarsha High School, Jalah (Pt) under Udalguri and Baksa DTBD (Gr-25)","126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Dakshin Bijni Adarsha High School, Jalah (Pt) under Udalguri and Baksa DTBD (Gr-25)",Please refer Tender documents. ,NA ,"7,21,85,000",Civil Works - Building,NA ,Tender,180.0,730.0,Baksa,781315.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ",11-Aug-2025 11:30 AM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,"14,500",Nil,Nil,No,08-Aug-2025 09:00 AM,18-Aug-2025 03:00 PM,08-Aug-2025 09:00 AM,18-Aug-2025 02:00 PM,NA ,NA ,08-Aug-2025 11:30 AM,18-Aug-2025 02:00 PM,06-Sep-2025 04:20 PM,"CE, PWD(H_E), Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",1.0,SBI Bank,"14,43,700",Yes,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"CE/TB-IV(H_E)/RIDF- XXX/19/2025/16 Dated Guwahati the 5th Aug, 2025",2025_PWBNH_46247_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Technical,Summary,Chandana Basumatary,22-Aug-2025 05:32 PM,technical_73790.pdf,1.0,277062.0,KUSHAN CHOUDHURY,18-Aug-2025 01:36 PM,Accepted-AOC,Work Order Issued,03-Dec-2025 01:02 PM,Finance,Summary,Chandana Basumatary,06-Sep-2025 04:37 PM,finance_73790.pdf,BOQ Comparative Chart,CE PWD(Bldg),Internal,,Chandana Basumatary,03-Dec-2025 01:00 PM,finsummary_73790.pdf (583.73 KB),03-Dec-2025,"INR 72,178,000",730.0,Chandana Basumatary,03-Dec-2025 01:02 PM,WOGR25.pdf (584.00 KB),CE PWD(Bldg),Internal,,ABIDUR RAHMAN,06-Sep-2025 04:15 PM,06-Sep-2025 04:20 PM,techsummary_73790.pdf (854.05 KB),1.0,277062.0,KUSHAN CHOUDHURY,INR,"72,178,000",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_46247_1,"CE/TB-IV(H_E)/RIDF- XXX/19/2025/16 Dated Guwahati the 5th Aug, 2025","126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Dakshin Bijni Adarsha High School, Jalah (Pt) under Udalguri and Baksa DTBD (Gr-25)",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DCOUMENT,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
