S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,274332.0,Sri Babul Nath,INR,"74,200,000",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_45878_1,"CE/TB-VI/ RIDF- XXX/23/2025/13 Dated Guwahati the 23rd July, 2025","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Chatia Higher Secondary School, Naduar Under Sonitpur DTBD Gr-41",CE PWD(Roads),Internal,,Chandana Basumatary,19-Aug-2025 05:34 PM,19-Aug-2025 05:35 PM,techsummary_72854.pdf (1012.98 KB),16-Dec-2025,"INR 74,200,000",730.0,Chandana Basumatary,16-Dec-2025 04:57 PM,WOPKG16.pdf (552.00 KB),CE PWD(Bldg),Internal,,Chandana Basumatary,16-Dec-2025 04:56 PM,finsummary_72854.pdf (551.61 KB),1.0,274182.0,M/S SONIA ENTERPRISE,02-Aug-2025 01:51 PM,Rejected-Technical,Non-Responsive,19-Aug-2025 05:34 PM,Technical,Summary,Chandana Basumatary,02-Aug-2025 05:31 PM,technical_72854.pdf,Finance,Summary,ABIDUR RAHMAN,19-Aug-2025 06:20 PM,finance_72854.pdf,BOQ Comparative Chart,AOC,"CE, PWD(Bldg), H and E, Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",24-Jul-2025 11:00 AM,02-Aug-2025 03:00 PM,24-Jul-2025 11:00 AM,02-Aug-2025 02:00 PM,NA ,NA ,24-Jul-2025 11:00 AM,02-Aug-2025 02:00 PM,19-Aug-2025 05:35 PM,1.0,SBI Bank,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"CE/TB-VI/ RIDF- XXX/23/2025/13 Dated Guwahati the 23rd July, 2025",2025_PWBNH_45878_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,"14,43,700",Yes,percentage,2.0%,Nil,Nil,"Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Chatia Higher Secondary School, Naduar Under Sonitpur DTBD Gr-41","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Chatia Higher Secondary School, Naduar Under Sonitpur DTBD Gr-41",Please refer Tender documents. ,NA ,"7,21,85,000",Civil Works - Building,NA ,Tender,180.0,730.0,Sonitpur,782123.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ",28-Jul-2025 11:30 AM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,"14,500",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,274332.0,Sri Babul Nath,01-Aug-2025 09:27 PM,Accepted-AOC,Work Order Issued,16-Dec-2025 04:57 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
