Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,Admitted,Utpal Chakravarty,19-Dec-2025 04:18 PM,,BOQ Comparative Chart,1.0,251368.0,M/S. M.P. AGARWALLA,18-Dec-2024 12:04 PM,Rejected-Finance,Rejected,19-Dec-2025 04:21 PM,CE PWRD,Internal,,Kritika Langthasa,07-Jan-2025 01:01 PM,07-Jan-2025 01:10 PM,techsummary_66160.pdf (255.68 KB),1.0,251694.0,NK AGARWALLA,INR,"45,078,879","CE,PWRD",Internal,,Utpal Chakravarty,19-Dec-2025 04:21 PM,finsummary_66160.pdf (560.01 KB),Technical,Admitted,Kritika Langthasa,07-Jan-2025 12:55 PM,,19-Dec-2025,"INR 45,078,879",365.0,Utpal Chakravarty,19-Dec-2025 04:23 PM,MMUPPNA96A.pdf (546.00 KB),Public Works Roads Department,2024_PWD_40982_2,No. CE/DEV/TB/45/2024-25/29 Dated 06-12-2024,"MMUPPNA_RIDF_XXX_24_25_96 Improvement of Ladonasa to MV road (Ch. 5500.00m to Ch 6500.00m, Ch 8500.00m to Ch 11600.00m) L 4.10 Km Under Mukhya Mantrir Unnoto Pakipath Nirman Aachani (MMUPPNA) under RIDF-XXX of NABARD for the year 2024-25",AOC,"O/O the Chief Engineer,PWRD","O/O the Chief Engineer,PWRD",09-Dec-2024 04:00 PM,18-Dec-2024 02:30 PM,09-Dec-2024 04:00 PM,18-Dec-2024 02:00 PM,09-Dec-2024 04:00 PM ,12-Dec-2024 12:00 PM ,13-Dec-2024 02:30 PM,18-Dec-2024 02:00 PM,07-Jan-2025 01:10 PM,Public Works Roads Department,No. CE/DEV/TB/45/2024-25/29 Dated 06-12-2024,2024_PWD_40982_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"9,02,000",Yes,fixed,,Nil,Nil,"9,020",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,"MMUPPNA_RIDF_XXX_24_25_96 Improvement of Ladonasa to MV road (Ch. 5500.00m to Ch 6500.00m, Ch 8500.00m to Ch 11600.00m) L 4.10 Km Under Mukhya Mantrir Unnoto Pakipath Nirman Aachani (MMUPPNA) under RIDF-XXX of NABARD for the year 2024-25","MMUPPNA_RIDF_XXX_24_25_96 Improvement of Ladonasa to MV road (Ch. 5500.00m to Ch 6500.00m, Ch 8500.00m to Ch 11600.00m) L 4.10 Km Under Mukhya Mantrir Unnoto Pakipath Nirman Aachani (MMUPPNA) under RIDF-XXX of NABARD for the year 2024-25",Please refer Tender documents. ,NA ,"4,50,79,000",Civil Works – Roads,NA ,Tender,180.0,365.0,Golaghat,785621.0,NA ,NA ,NA ,"O/O the Chief Engineer,PWRD",No ,No,AOC
,,,,,,2.0,251694.0,NK AGARWALLA,18-Dec-2024 01:21 PM,Accepted-AOC,Awarded,19-Dec-2025 04:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENTS,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFIACTIONS,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,AOC
