S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,261768.0,Computer World Services,24-Mar-2025 01:44 PM,Accepted-AOC,Lowest evaluated substantially responsive bidder,29-Dec-2025 02:33 PM,"ACE-EAP Wing, WRD",Internal,,Bhaskar Jyoti Das,19-Jul-2025 11:01 AM,01-Aug-2025 03:30 PM,techsummary_67822.pdf (725.81 KB),"ACE-EAP Wing, WRD",Internal,,Bhaskar Jyoti Das,04-Sep-2025 12:58 PM,finsummary_67822.pdf (1681.54 KB),Technical,Bid Opening Summary,Bhaskar Jyoti Das,26-Mar-2025 07:49 PM,technical_67822.pdf,Department of Water Resources||Flood and River Erosion Management Agency of Assam,2025_DoWR_42172_1,FREMAA_GOODS 4_DESKTOP COMPUTERS,"Supply, installation and commissioning of Desktop Computers for Water Resources Department, Govt of Assam",Finance,Financial Bid Opening Summary,Bhaskar Jyoti Das,04-Sep-2025 11:27 AM,finance_67822.pdf,BOQ Comparative Chart,18-Sep-2025,"INR 53,344,560",60.0,Bhaskar Jyoti Das,29-Dec-2025 02:32 PM,AOCComputerWorldServices.pdf (997.00 KB),Accepted Contract Amount inclusive of GST,1.0,261768.0,Computer World Services,INR,"53,344,560",AOC,1.0,SBI Bank,1.0,Corrigendum-III,Date,,"12,00,000",Yes,fixed,,Nil,Nil,0.0,Nil,Nil,No,16-Jan-2025 06:55 PM,24-Mar-2025 04:00 PM,16-Jan-2025 06:55 PM,24-Mar-2025 02:00 PM,16-Jan-2025 06:55 PM ,27-Jan-2025 05:00 PM ,07-Feb-2025 03:00 PM,24-Mar-2025 02:00 PM,01-Aug-2025 03:30 PM,"Chief Executive Officer,FREMAA","4th Floor, Assam Water Centre, Flood and River Erosion Management Agency of Assam",Department of Water Resources||Flood and River Erosion Management Agency of Assam,FREMAA_GOODS 4_DESKTOP COMPUTERS,2025_DoWR_42172_1,Yes,Open Tender,Lump-sum,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,"Supply, installation and commissioning of Desktop Computers for Water Resources Department, Govt of Assam","Supply, installation and commissioning of Desktop Computers for Water Resources Department, Govt of Assam",Please refer Tender documents. ,NA ,"5,85,20,000",Computer- H/W,NA ,Tender,120.0,60.0,Assam,781029.0,"4th Floor, Assam Water Centre, FREMAA ","4th Floor, Assam Water Centre, FREMAA ",27-Jan-2025 03:00 PM ,"Conference Hall, Assam Water Centre",No ,No,AOC
2.0,261724.0,EASTERN TECHNOLOGY GROUP,24-Mar-2025 12:09 PM,Rejected-Technical,Non-responsive,19-Jul-2025 11:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security and Power of Attorney,,,,,,,,,,,,,,,,,,,AOC
3.0,262751.0,M/s Marak Supply and Agencies,24-Mar-2025 01:37 PM,Rejected-Finance,Evaluated price is higher than Substantially technically responsive lowest evaluated bidder,04-Sep-2025 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial Bid,,,,,,,,,,,,,,,,,,,AOC
