S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,SBI Bank,11-Oct-2025 10:00 AM,08-Nov-2025 02:00 PM,11-Oct-2025 10:00 AM,07-Nov-2025 04:00 PM,NA ,NA ,11-Oct-2025 10:00 AM,07-Nov-2025 04:00 PM,27-Nov-2025 02:00 PM,"Utility Shifting of Bhuyan Gaon Pipe Water Supply Scheme under SOPD for the year 2025-26 under Tezpur Division No-I, Tezpur, Sonitpur","Utility Shifting of Bhuyan Gaon Pipe Water Supply Scheme under SOPD for the year 2025-26 under Tezpur Division No-I, Tezpur, Sonitpur",Please refer Tender documents. ,NA ,"28,61,740",Civil Works - Water Works,NA ,Tender,90.0,30.0,"Bhuyan Gaon, Sonitpur",784504.0,"Tezpur, Assam ","O/o the Superintending Engineer (PHE), Tezpur Circle, Tezpur  ",17-Oct-2025 11:00 AM ,"O/o the Superintending Engineer (PHE), Tezpur",No ,No,"57,235",Yes,percentage,2.0%,Nil,Nil,Superintending Engineer (PHE),"O/o the Superintending Engineer (PHE), Tezpur Circle, Tezpur",572.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Technical qualification document,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||North Assam Zone-Tezpur-PHED||Tezpur Circle-Tezpur-PHED,SEPH/TEZ/TC-196/2025-26/ 971-77 Dated 09/10/2025,2025_PHED_47959_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Extension Corrigendum-1,Date,,AOC,1.0,284649.0,Jai Dadi Associate,INR,"2,840,534",19-Dec-2025,"INR 2,840,534",30.0,Md. Moy Hussain,19-Dec-2025 03:39 PM,WO_NIT35.pdf (1081.00 KB),Award of Contract,Finance,Financial bid has opened,Md. Moy Hussain,27-Nov-2025 02:41 PM,,BOQ Comparative Chart,Sri Biplab Jyoti Das,Internal,"Sri. Biplab Jyoti Das, Sri. Arup Saikia, Smti. Sudipta Bijoy Sarmah, Sri. Tonmoy Saha, Sri. Ajay Kumar Rai, Smti. Deeksha Saikia, Sri. Bishnu Saikia",Md. Moy Hussain,28-Nov-2025 04:09 PM,finsummary_76385.pdf (418.16 KB),Technical,"As directed by the Tender Inviting Authority, Technical bid has opened.",Md. Moy Hussain,13-Nov-2025 02:39 PM,,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||North Assam Zone-Tezpur-PHED||Tezpur Circle-Tezpur-PHED,2025_PHED_47959_1,SEPH/TEZ/TC-196/2025-26/ 971-77 Dated 09/10/2025,"Utility Shifting of Bhuyan Gaon Pipe Water Supply Scheme under SOPD for the year 2025-26 under Tezpur Division No-I, Tezpur, Sonitpur",1.0,284649.0,Jai Dadi Associate,29-Oct-2025 11:53 AM,Accepted-AOC,Awarded,19-Dec-2025 03:40 PM,Er. Biplab Jyoti Das,Internal,"Biplab Jyoti Das, Sudipta Bijoy Sarmah, Tonmoy Saha, Ajay Kumar Rai",Md. Moy Hussain,25-Nov-2025 01:25 PM,27-Nov-2025 02:00 PM,techsummary_76385.pdf (3784.85 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from portal,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,285315.0,SRI BIPUL MECH,01-Nov-2025 02:01 PM,Rejected-Finance,Financially Dis-Qualified,28-Nov-2025 04:09 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial Bid Form,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
