Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
10-Jun-2025 05:00 PM,30-Jun-2025 02:30 PM,10-Jun-2025 05:00 PM,30-Jun-2025 02:00 PM,NA ,NA ,21-Jun-2025 12:00 PM,30-Jun-2025 02:00 PM,01-Aug-2025 04:50 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,CS/BC_PTBD/44/2024-25/227-A Dated-04.06.2025,2025_PWBNH_44824_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Repairing of Technical Building at RSRS, CSB, Boko in Kamrup District, Assam","Repairing of Technical Building at RSRS, CSB, Boko in Kamrup District, Assam",Please refer Tender documents. ,NA ,"23,50,261",Civil Works - Building,NA ,Tender,180.0,90.0,Boko,781123.0,"O/O The EE, PWD, SKT Bldg Division Mirza Kamrup ","O/O The EE, PWD, SKT Bldg Division Mirza Kamrup ",20-Jun-2025 12:00 PM ,"O/O The EE, PWD, SKT Bldg Division Mirza Kamrup",No ,No,"1,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,"EE, PWD, SKT Bldg Division Mirza Kamrup","O/O The EE, PWD, SKT Bldg Division Mirza Kamrup","47,005",Yes,percentage,2.0%,Nil,Nil,1.0,Corrigendum,Technical Bid,,1.0,SBI Bank,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_44824_1,CS/BC_PTBD/44/2024-25/227-A Dated-04.06.2025,"Repairing of Technical Building at RSRS, CSB, Boko in Kamrup District, Assam",1.0,270898.0,Swaraj Infrastructure,INR,"2,923,900","EE, PWD, SKT Bldg Division Mirza Kamrup",Internal,,Manisha Das,01-Aug-2025 04:49 PM,01-Aug-2025 04:50 PM,techsummary_71158.pdf (1058.48 KB),20-Dec-2025,"INR 2,923,900",90.0,Prarthana Konwar,20-Dec-2025 01:14 PM,WOCSBBOKO.pdf (667.00 KB),EE PWD (B_NH) U_B D T Bldg Div Udalguri,Internal,,Prarthana Konwar,20-Dec-2025 01:11 PM,finsummary_71158.pdf (667.29 KB),Technical,Summary,Sahabuddin Ahmed,01-Jul-2025 11:06 AM,technical_71158.pdf,1.0,270899.0,FAKRUL ISLAM KHANDAKAR,29-Jun-2025 08:34 PM,Not Admitted-Fee/PreQual/Technical,Others-Hard Copy Not Submitted,01-Jul-2025 11:06 AM,Finance,Summary,Fazlul Jubaid,01-Aug-2025 05:04 PM,finance_71158.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,270900.0,Sahjahan Ali,29-Jun-2025 08:27 PM,Rejected-AOC,L2,20-Dec-2025 01:15 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,270898.0,Swaraj Infrastructure,29-Jun-2025 08:18 PM,Accepted-AOC,Work Order Issued,20-Dec-2025 01:15 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
