S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
1.0,268255.0,Ms Ragia Ku Enterprises,INR,"154,475,900",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_44092_16,"CE/TB-VI/RIDF-XXX/1/2024/17 Dated Guwahati the 17th March, 2025","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Muwamari High School, Rupahi. , Nagaon (ii) Puranigudam RKB H.S. , Nagaon, Assam (Gr-35)",Technical,Summary,Chandana Basumatary,15-May-2025 05:53 PM,technical_70345.pdf,CE PWD(Bldg),Internal,,Chandana Basumatary,06-Dec-2025 03:39 PM,finsummary_70345.pdf (936.68 KB),CE PWD(Bldg),Internal,,ABIDUR RAHMAN,19-Jun-2025 11:13 PM,20-Jun-2025 09:00 AM,techsummary_70345.pdf (1077.88 KB),Finance,Summary,Chandana Basumatary,20-Jun-2025 10:49 AM,finance_70345.pdf,BOQ Comparative Chart,06-Dec-2025,"INR 154,475,900",730.0,Chandana Basumatary,06-Dec-2025 03:40 PM,WOGR35.pdf (937.00 KB),1.0,268255.0,Ms Ragia Ku Enterprises,15-May-2025 01:20 PM,Accepted-AOC,Work Order Issued,06-Dec-2025 03:40 PM,AOC,"28,87,400",Yes,percentage,2.0%,Nil,Nil,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"CE/TB-VI/RIDF-XXX/1/2024/17 Dated Guwahati the 17th March, 2025",2025_PWBNH_44092_16,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"29,000",Nil,Nil,No,1.0,Extension Notice,Date,,"Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Muwamari High School, Rupahi. , Nagaon (ii) Puranigudam RKB H.S. , Nagaon, Assam (Gr-35)","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Muwamari High School, Rupahi. , Nagaon (ii) Puranigudam RKB H.S. , Nagaon, Assam (Gr-35)",Please refer Tender documents. ,NA ,"14,43,70,000",Civil Works - Building,NA ,Tender,180.0,730.0,Nagaon,782001.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ",21-Apr-2025 11:30 AM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,1.0,SBI Bank,19-Apr-2025 11:00 AM,15-May-2025 03:00 PM,19-Apr-2025 11:00 AM,15-May-2025 02:00 PM,NA ,NA ,19-Apr-2025 11:00 AM,15-May-2025 02:00 PM,20-Jun-2025 09:00 AM,"CE, PWD(Bldg), H and E, Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,268321.0,OM CONSTRUCTION,15-May-2025 12:51 PM,Rejected-AOC,L2,06-Dec-2025 03:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX-IB,AOC
