Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Technical,Technical bid has been opened,Khanindra Kalita,26-Nov-2025 05:39 PM,technical_76886.pdf,"Khanindra Kalita, DFO",Internal,,Khanindra Kalita,26-Dec-2025 04:35 PM,finsummary_76886.pdf (406.65 KB),Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests Social Forestry||Lower Assam Social Forestry Circle||Aie Valley Division,2025_PCCF_48372_1,2/AVD/2025-26,Construction of Erection of Fencing at Kashibari in Kakoijana RF under CAMPA Scheme of Aie Valley Division Bongaigaon,1.0,286705.0,ASM BROTHERS,INR,"1,596,553.2",Finance,Financial Bid has been opened,Pranab Deka,16-Dec-2025 05:13 PM,finance_76886.pdf,BOQ Comparative Chart,26-Dec-2025,"INR 1,596,553.2",60.0,Khanindra Kalita,26-Dec-2025 06:37 PM,4HaKashibariWorkOrder.pdf (2516.00 KB),Awarded contract due to highest Civil work experience in last 5 years,1,286890,Alokesh Bhuyan,24-Nov-2025 08:31 AM,Rejected-AOC,Rejected due to less Civil work experience in last 5 years in comparison to ASM Brothers,26-Dec-2025 06:38 PM,"Khanindra Kalita, DFO",Internal,,Khanindra Kalita,16-Dec-2025 04:20 PM,16-Dec-2025 04:40 PM,techsummary_76886.pdf (2076.18 KB),AOC,1.0,SBI Bank,Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests Social Forestry||Lower Assam Social Forestry Circle||Aie Valley Division,2/AVD/2025-26,2025_PCCF_48372_1,Yes,Open Tender,Works,Goods,2.0,No,No,Online,No,No,No,0.0,Nil,Nil,No,DFO Aie Valley Division Bongaigaon,O/o the DFO Aie Valley Division Bongaigaon,"35,479",Yes,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Standard Bidding Document,Construction of Erection of Fencing at Kashibari in Kakoijana RF under CAMPA Scheme of Aie Valley Division Bongaigaon,Construction of Erection of Fencing at Kashibari in Kakoijana RF under CAMPA Scheme of Aie Valley Division Bongaigaon,Please refer Tender documents. ,NA ,"17,73,948",Civil Construction Goods,NA ,Tender,180.0,NA ,Kashibari,783384.0,O/o the DFO Aie Valley Division Bongaigaon ,O/o the DFO Aie Valley Division Bongaigaon ,21-Nov-2025 11:30 AM ,O/o the DFO Aie Valley Division Bongaigaon,No ,No,01-Nov-2025 05:00 PM,25-Nov-2025 01:00 PM,02-Nov-2025 10:00 AM,24-Nov-2025 05:00 PM,NA ,NA ,02-Nov-2025 10:00 AM,24-Nov-2025 05:00 PM,16-Dec-2025 04:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,286705,ASM BROTHERS,20-Nov-2025 09:51 PM,Accepted-AOC,Awarded contract due to highest Civil work experience in last 5 years,26-Dec-2025 06:38 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,286498,M/S RAJSHEKHAR CONSTRUCTIONS PVT LTD,22-Nov-2025 04:47 PM,Rejected-Technical,Labour license expired,16-Dec-2025 04:20 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,286835,NIRMAL KUMAR SINGHA,23-Nov-2025 10:49 PM,Rejected-AOC,Rejected due to less Civil work experience in last 5 years in comparison to ASM Brothers,26-Dec-2025 06:38 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,286913,Sri Dhireswar Nath,24-Nov-2025 11:42 AM,Rejected-Technical,"Non submission of Form Tech 1,2,3",16-Dec-2025 04:20 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
