Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Technical,Opened,Biswajit Deka,26-Dec-2024 01:04 PM,,As per minutes,Internal,As per minutes,Anirban Talukdar,23-Dec-2025 04:15 PM,finsummary_65243.pdf (7464.19 KB),Health and Family Welfare Department||Assam Medical Services Corporation Limited,2024_HFWD_40171_1,Homeo Medicines 534 items,Homoeopathic Medicines 534 items,1.0,250513.0,THE PUNJAB HOMOEOPATHIC PHARMACY AND OTHERS CO OPERATIVE INDUSTRIAL SOCIETY LTD,INR,100.0,Finance,Opened,Biswajit Deka,27-Dec-2024 10:58 AM,,BOQ Comparative Chart,23-Dec-2025,INR 100,60.0,Anirban Talukdar,23-Dec-2025 04:18 PM,LOI472Homoeo.pdf (261.00 KB),As per LOI,1.0,250513.0,THE PUNJAB HOMOEOPATHIC PHARMACY AND OTHERS CO OPERATIVE INDUSTRIAL SOCIETY LTD,14-Dec-2024 06:19 PM,Accepted-AOC,L1,23-Dec-2025 04:20 PM,As per minutes,Internal,As per minutes,Biswajit Deka,26-Dec-2024 01:16 PM,26-Dec-2024 04:00 PM,techsummary_65243.pdf (11939.02 KB),AOC,02-Nov-2024 02:00 PM,16-Dec-2024 04:00 PM,02-Nov-2024 03:00 PM,16-Dec-2024 02:00 PM,04-Nov-2024 11:00 AM ,08-Nov-2024 01:00 PM ,13-Nov-2024 02:00 PM,16-Dec-2024 02:00 PM,26-Dec-2024 04:00 PM,"2,000",Nil,Nil,No,Homoeopathic Medicines 534 items,Homoeopathic Medicines,Please refer Tender documents. ,NA ,"1,10,00,000",Medicines,NA ,Rate Contract,180.0,60.0,AMSCL,781026.0,AMSCL ,AMSCL ,08-Nov-2024 03:00 PM ,AMSCL,No ,No,Health and Family Welfare Department||Assam Medical Services Corporation Limited,Homeo Medicines 534 items,2024_HFWD_40171_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,1.0,SBI Bank,1,Date (Homeo),Date,,"MD, AMSCL",AMSCL,1,Fee/PreQual/Technical,.pdf,"Court Fee/IPO, Copies of tender processing fee, EMD and Technical bids.","5,00,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Corrigendum No 1 (Homeo),Technical Bid,,,,2,Finance,.xls,BOQ,,,,,,,AOC
