Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
24-Dec-2025,INR 0,1095.0,Chandan Talukdar,24-Dec-2025 03:06 PM,AOC.pdf (519.00 KB),Guwahati Municipal Corporation,2025_GMC_48678_1,GNZ/GE_14/2022_23/498 DATE_17/11/25,"Empanelment (Re- registration as per Rule 19of APPR 2020) of agencies for IEC,Outreach,Events and allied activities","Addl. Commissioner,GMC",Internal,,Chandan Talukdar,23-Dec-2025 11:48 AM,techsummary_77355.pdf (328.31 KB),"Addl. Commissioner,GMC",Internal,,Chandan Talukdar,23-Dec-2025 11:52 AM,finsummary_77355.pdf (328.31 KB),1.0,289059.0,RB Group,INR,0.0,Finance,Bid has been open and admitted for further evaluation,Parthajeet Das,12-Dec-2025 04:32 PM,,1,288826,Bigspace Advertising & Events,11-Dec-2025 05:39 PM,Accepted-AOC,Awarded,24-Dec-2025 03:06 PM,AOC,17-Nov-2025 06:50 PM,12-Dec-2025 03:00 PM,17-Nov-2025 06:55 PM,12-Dec-2025 02:00 PM,NA ,NA ,08-Dec-2025 10:00 AM,12-Dec-2025 02:00 PM,Guwahati Municipal Corporation,GNZ/GE_14/2022_23/498 DATE_17/11/25,2025_GMC_48678_1,Yes,Open Tender,EOI,Services,1.0,No,No,Online,No,No,No,0.0,No,fixed,,Nil,Nil,500.0,Nil,Nil,No,"The Commissioner,GMC","Office of Commissioner, Guwahati Municipal Corporation , Ganeshguri, Guwahati-781006.","Empanelment (Re- registration as per Rule 19of APPR 2020) of agencies for IEC,Outreach,Events and allied activities","Empanelment (Re- registration as per Rule 19of APPR 2020) of agencies for IEC,Outreach,Events and allied activities",Please refer Bid Document.  ,NA ,,Miscellaneous Services,NA ,Empanelment,180.0,NA ,Guwahati,781006.0,NA ,NA ,NA ,"Office of the Commissioner,GMC",No ,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Qualification Part,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,289053.0,SAHAJATRI,INR,0.0,,,,,,2,289206,KID ENTERPRISE,12-Dec-2025 12:53 PM,Rejected-Technical,As per uploaded Minutes,23-Dec-2025 11:48 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Document Downloaded from the portal,AOC
,,,,,,,,,,,,,,,,,,,,,,3.0,288826.0,Bigspace Advertising & Events,INR,0.0,,,,,,3,289059,RB Group,12-Dec-2025 01:08 PM,Accepted-AOC,Awarded,24-Dec-2025 03:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proposal Part,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,289219,Ronoj Kumar Gogoi,12-Dec-2025 12:12 PM,Rejected-Technical,As per uploaded Minutes,23-Dec-2025 11:48 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,289053,SAHAJATRI,12-Dec-2025 12:16 PM,Accepted-AOC,Awarded,24-Dec-2025 03:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
