S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,date extension,Date,,"CGM D LAR,5th Floor,APDCL","O/o the CGM(D),LAR,5th Floor,Bijulee bhawan","Construction of new 33KV OH, UG line for providing power supply to EV Charging station at ASTC Workshop, Rupnagar along with 11KV composite line from 33/11 KV Rupnagar GIS Sub-Station, Rupnagar under Ulubari Electrical Sub-Division under Deposit Wor","Construction of new 33KV OH, UG line for providing power supply to EV Charging station at ASTC Workshop, Rupnagar along with 11KV composite line from 33/11 KV Rupnagar GIS Sub-Station, Rupnagar under Ulubari Electrical Sub-Division under Deposit Wor",Please refer Tender documents. ,NA ,"2,98,18,568",Electrical Works,NA ,Tender,240.0,180.0,Guwahati,781001.0,"O/o the CGM(D),LAR,5th Floor,Bijulee bhawan ","O/o the CGM(D),LAR,5th Floor,Bijulee bhawan ",11-Jul-2025 03:00 PM ,"O/o the CGM(D),LAR,5th Floor,Bijulee bhawan",No ,No,1,Fee/PreQual/Technical,.rar,techno commercial bid,Assam Power Distribution Company Ltd||CGM(D) Lower Assam Region - APDCL,CGM(D)/APDCL/LAR/EV Charging Station/ASTC Workshop/2023-24/12,2025_APDCL_45423_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,07-Jul-2025 06:00 PM,08-Aug-2025 02:00 PM,08-Jul-2025 09:00 AM,07-Aug-2025 04:00 PM,NA ,NA ,16-Jul-2025 09:00 AM,07-Aug-2025 04:00 PM,26-Sep-2025 03:30 PM,"5,600",Nil,Nil,No,1.0,SBI Bank,"5,50,000",No,fixed,,Nil,Nil,AOC,Assam Power Distribution Company Ltd||CGM(D) Lower Assam Region - APDCL,2025_APDCL_45423_1,CGM(D)/APDCL/LAR/EV Charging Station/ASTC Workshop/2023-24/12,"Construction of new 33KV OH, UG line for providing power supply to EV Charging station at ASTC Workshop, Rupnagar along with 11KV composite line from 33/11 KV Rupnagar GIS Sub-Station, Rupnagar under Ulubari Electrical Sub-Division under Deposit Wor",1.0,273786.0,U K ENTERPRISE,INR,"28,750,615.82","CGM(D), LAR, APDCL",Internal,,Papiya Deori,26-Sep-2025 01:01 PM,26-Sep-2025 03:30 PM,techsummary_71867.pdf (1596.50 KB),CGM LAR APDCL,Internal,,Papiya Deori,10-Dec-2025 02:04 PM,finsummary_71867.pdf (527.78 KB),10-Dec-2025,"INR 28,750,615.82",180.0,Papiya Deori,11-Dec-2025 01:28 PM,LOAEVCharging.pdf (10560.00 KB),Finance,price bid opening,Papiya Deori,26-Sep-2025 04:13 PM,,BOQ Comparative Chart,Technical,technical bid opening,Debjani Biswas,19-Aug-2025 03:05 PM,,1,272276,Mega Electricals,30-Jul-2025 02:48 PM,Rejected-Finance,L2 bidder,10-Dec-2025 02:04 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,price bid schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,273786,U K ENTERPRISE,28-Jul-2025 11:54 AM,Accepted-AOC,L1 bidder,11-Dec-2025 01:28 PM,AOC
