Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Urban Development Department||Directorate of Municipality Administration - UDD||Jorhat Municipal Board,865.0,2025_UDD_47352_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Cleaning and Desilting of Tocklai channel from Ram Krishna Sewashram Ward No. 18 to the connecting point of Tarajan and Tocklai channel at Gowalgaon to be executed by Jorhat Municipal Board for the year 2025,Cleaning and Desilting of Tocklai channel from Ram Krishna Sewashram Ward No. 18 to the connecting point of Tarajan and Tocklai channel at Gowalgaon to be executed by Jorhat Municipal Board for the year 2025,Please refer Tender documents. ,NA ,"5,26,00,000",Civil Works - Others,NA ,Tender,180.0,365.0,JORHAT,785001.0,O/O Jorhat Municipal Board ,O/O Jorhat Municipal Board ,15-Sep-2025 01:00 PM ,O/O Jorhat Municipal Board,No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Document,1.0,SBI Bank,"11,000",Nil,Nil,No,1.0,Date Corrigendum,Date,,"5,26,000",No,percentage,1.0%,Nil,Nil,EO/CHAIRPERSON JORHAT MUNICIPAL BOARD,O/O Jorhat Municipal Board,08-Sep-2025 11:00 AM,14-Oct-2025 02:00 PM,08-Sep-2025 11:00 AM,10-Oct-2025 03:00 PM,NA ,NA ,08-Sep-2025 11:00 AM,10-Oct-2025 03:00 PM,04-Nov-2025 10:00 AM,AOC,1.0,283171.0,D KUMAR AND COMPANY,INR,"52,557,920",Paramananda Nath EO JMB,Internal,,Parag Mahanta,12-Nov-2025 03:55 PM,finsummary_75587.pdf (317.60 KB),Technical,Tech summary,Parag Mahanta,03-Nov-2025 07:24 PM,,Paramananda Nath EO JMB,Internal,,Parag Mahanta,03-Nov-2025 07:28 PM,04-Nov-2025 10:00 AM,techsummary_75587.pdf (461.62 KB),1,283171,D KUMAR AND COMPANY,10-Oct-2025 11:30 AM,Accepted-AOC,L-I,29-Dec-2025 09:02 PM,Finance,Fin Summary,Parag Mahanta,12-Nov-2025 03:52 PM,finance_75587.pdf,BOQ Comparative Chart,Urban Development Department||Directorate of Municipality Administration - UDD||Jorhat Municipal Board,2025_UDD_47352_1,865.0,Cleaning and Desilting of Tocklai channel from Ram Krishna Sewashram Ward No. 18 to the connecting point of Tarajan and Tocklai channel at Gowalgaon to be executed by Jorhat Municipal Board for the year 2025,15-Nov-2025,"INR 52,557,920",365.0,Paramananda Nath,29-Dec-2025 09:02 PM,FWO.pdf (1066.00 KB),Formal Work Order,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,2.0,Corrigendum to the Minutes of Pre-Bid Meeting,Other,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2,283195,M/S STAR CONSTRUCTIONS,08-Oct-2025 09:22 PM,Rejected-AOC,L-II,29-Dec-2025 09:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,3,284023,ONE TO TEN SOLUTIONS,10-Oct-2025 01:45 AM,Rejected-Technical,Rejected,03-Nov-2025 07:28 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,4,283941,SRI DIPJYOTI BORUAH,09-Oct-2025 08:18 PM,Rejected-Technical,Rejected,03-Nov-2025 07:28 PM,,,,,,,,,,,,,,,,,,AOC
