EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"2,32,680",Yes,percentage,2.0%,Nil,Nil,Solar Powered MDTW (4 Points) Scheme in Tezpur LAC under SOPD-G for the year 2025-26,Solar Powered MDTW (4 Points) Scheme in Tezpur LAC under SOPD-G for the year 2025-26,please refer tender documents ,NA ,"1,16,34,000",Civil Works,NA ,Tender,180.0,NA ,Tezpur,784001.0,NA ,NA ,NA ,O/o Superintending Engineer Tezpur Circle Irrig,No ,No,"2,500",Nil,Nil,Yes,Irrigation Department||Chief Engineer(Major)-Irrigation Dept||Tezpur Circle,NIT/TCI/3/2025/507,2025_ID_46051_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Documents,SUPERINTENDING ENGINEER,O/o Superintending Engineer Tezpur Circle Irrigation,1.0,SBI Bank,01-Aug-2025 10:00 AM,22-Aug-2025 03:00 PM,01-Aug-2025 10:00 AM,22-Aug-2025 02:00 PM,NA ,NA ,01-Aug-2025 10:00 AM,22-Aug-2025 02:00 PM,24-Sep-2025 12:10 PM,1.0,Modification,Technical Bid,,AOC,Irrigation Department||Chief Engineer(Major)-Irrigation Dept||Tezpur Circle,2025_ID_46051_5,NIT/TCI/3/2025/507,Solar Powered MDTW (4 Points) Scheme in Tezpur LAC under SOPD-G for the year 2025-26,1.0,277969.0,TRIDIP KALITA,INR,"5,184,002","Abhijit Bora, EETC",Internal,"Chandinath Devsharma AO, Bhuj Kr Thapa AE, Snigdha Rani Gogoi JE",Lakhi Kanta Kumbang,24-Sep-2025 12:00 PM,24-Sep-2025 12:10 PM,techsummary_73302.pdf (2660.41 KB),Technical,admitted,Lakhi Kanta Kumbang,22-Aug-2025 03:34 PM,,09-Dec-2025,"INR 10,368,004",180.0,Lakhi Kanta Kumbang,11-Dec-2025 01:52 PM,SaveratezpurLAC_merged.pdf (15191.00 KB),Abhijit Bora EE,Internal,"Bhuj Kumar Thapa AE, Chandinath Devsharma AO, Snigdha Rani Gogoi JE",Lakhi Kanta Kumbang,15-Oct-2025 11:40 AM,finsummary_73302.pdf (5420.83 KB),1,277696,Bubul Gogoi,22-Aug-2025 08:50 AM,Rejected-Finance,Reject,15-Oct-2025 11:40 AM,Finance,Admitted,Lakhi Kanta Kumbang,24-Sep-2025 12:31 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid documents downloaded from portal,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,277512.0,M/S SAVERA ASSOCIATED,INR,"5,184,002",,,,,,,,,,,,,,,,,,,,,,,,,2,277512,M/S SAVERA ASSOCIATED,22-Aug-2025 12:31 AM,Accepted-AOC,L1,11-Dec-2025 01:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,277969,TRIDIP KALITA,21-Aug-2025 09:08 PM,Accepted-AOC,L1,11-Dec-2025 01:53 PM,,,,,,,AOC
