Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"Chief Engineer, WRD, Assam","O/O Chief Engineer Water Resources Department, Basistha, Guwahati 29","10,000",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL BID,1.0,SBI Bank,Construction of Puthimari L/B embankment from Chenigaon to Niz-Kachula (Jogot Suburi).,Construction of Puthimari L/B embankment from Chenigaon to Niz-Kachula (Jogot Suburi).,Please refer Tender documents. ,NA ,"5,59,23,016",Civil Works,NA ,Tender,180.0,365.0,TAMULPUR,781367.0,NA ,NA ,NA ,Guwahati,No ,No,10-Sep-2025 06:55 PM,04-Oct-2025 03:00 PM,10-Sep-2025 06:55 PM,04-Oct-2025 02:00 PM,NA ,NA ,20-Sep-2025 10:00 AM,04-Oct-2025 02:00 PM,23-Oct-2025 03:05 PM,Department of Water Resources||Chief Engineer - DoWR,TAMULPUR/2025-26/RIDF/III,2025_DoWR_47447_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"11,18,460",Yes,percentage,2.0%,Nil,Nil,AOC,1.0,282729.0,RWIRUP MUSHAHARY,INR,"55,870,573.3",Finance,All Bids are opened for Financial Evaluation,Jayanta Kumar Barman,06-Dec-2025 04:43 PM,,BOQ Comparative Chart,06-Dec-2025,"INR 55,870,573.3",365.0,Jayanta Kumar Barman,06-Dec-2025 04:49 PM,tamulpur_jogot_suburi_wo.pdf (1752.00 KB),Construction of Puthimari L/B embankment from Chenigaon to Niz-Kachula (Jogot Suburi).,Department of Water Resources||Chief Engineer - DoWR,2025_DoWR_47447_1,TAMULPUR/2025-26/RIDF/III,Construction of Puthimari L/B embankment from Chenigaon to Niz-Kachula (Jogot Suburi).,Director Design,Internal,,Jayanta Kumar Barman,06-Dec-2025 04:45 PM,finsummary_75731.pdf (385.53 KB),Technical,All Bids are opened for Technical Evaluation,Jayanta Kumar Barman,04-Oct-2025 03:27 PM,,Director Design,Internal,,Jayanta Kumar Barman,23-Oct-2025 03:02 PM,23-Oct-2025 03:05 PM,techsummary_75731.pdf (131.75 KB),1,283138,BIRKHANG BASUMATARY,03-Oct-2025 09:46 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,06-Dec-2025 04:49 PM,AOC
,,,,,,2,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,282729,RWIRUP MUSHAHARY,04-Oct-2025 01:29 PM,Accepted-AOC,AWARDED,06-Dec-2025 04:49 PM,AOC
