Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
04-Dec-2025,"INR 4,940,000",180.0,Himangshu Kalita,04-Dec-2025 12:44 PM,WOSINGIA.pdf (188.00 KB),AOC,National Health Mission||State Programme Management Unit - NHM,2023_NHM_31179_1,32023/11/2022-Const-NHM/148,Construction of Buildingless Sub Health Centre at SINGIA SC in Nagaon District under PM ABHIM for the FY 2022 23 under NHM Assam on Turn Key Basis,ED,Internal,,Himangshu Kalita,18-Jul-2023 04:08 PM,18-Jul-2023 04:20 PM,techsummary_49923.pdf (4230.21 KB),1.0,188333.0,MS Unique Construction,INR,"4,940,000",OSD,Internal,,Himangshu Kalita,04-Dec-2025 12:42 PM,finsummary_49923.pdf (187.79 KB),Technical,TBER,Himangshu Kalita,18-Jul-2023 04:04 PM,technical_49923.pdf,Finance,Financial bid is opened,Himangshu Kalita,04-Dec-2025 12:30 PM,,BOQ Comparative Chart,1.0,188335.0,H.R. ENTERPRISE,26-Jun-2023 12:55 PM,Rejected-Finance,L3 bidder is not accepted,04-Dec-2025 12:42 PM,AOC,1.0,SBI Bank,"MD,NHM,Assam","O/O MD,NHM Christian Basti, Ghy-05","1,04,060",Yes,percentage,2.0%,Nil,Nil,13-Jun-2023 02:00 PM,27-Jun-2023 03:30 PM,13-Jun-2023 02:00 PM,26-Jun-2023 02:00 PM,NA ,NA ,13-Jun-2023 02:00 PM,26-Jun-2023 02:00 PM,18-Jul-2023 04:20 PM,"1,500",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,SBD,National Health Mission||State Programme Management Unit - NHM,32023/11/2022-Const-NHM/148,2023_NHM_31179_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,Construction of Buildingless Sub Health Centre at SINGIA SC in Nagaon District under PM ABHIM for the FY 2022 23 under NHM Assam on Turn Key Basis,Construction of Buildingless Sub Health Centre at SINGIA SC in Nagaon District under PM ABHIM for the FY 2022 23 under NHM Assam on Turn Key Basis,Please refer Tender documents. ,NA ,"52,03,000",Civil Works - Building,NA ,Tender,180.0,180.0,Nagaon District,782001.0,NA ,NA ,NA ,"O/O MD,NHM, Ghy.",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,188303.0,M/S B.S. ENTERPRISE,26-Jun-2023 02:03 AM,Rejected-Finance,L2 bidder is not accepted,04-Dec-2025 12:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender and bid security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,188307.0,M/S G.R. TRADERS,26-Jun-2023 01:44 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,18-Jul-2023 04:04 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,188333.0,MS Unique Construction,26-Jun-2023 12:07 PM,Accepted-AOC,L1 bidder is awarded,04-Dec-2025 12:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
