Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
CE PWD(Bldg),Internal,,Chandana Basumatary,22-May-2025 02:09 PM,22-May-2025 02:10 PM,techsummary_69442.pdf (601.65 KB),1.0,263318.0,M/S J. G. Associatates,INR,"126,555,000",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_43552_1,CE/TB-VII/109/2024/7 Dated Guwahati the 1st March 2025,"Construction of 800 Capacity Auditorium at Udalguri, Assam",Finance,Summary,ABIDUR RAHMAN,22-May-2025 04:07 PM,finance_69442.pdf,BOQ Comparative Chart,1.0,264953.0,JYOTSON CONSTRUCTION,02-Apr-2025 11:21 PM,Rejected-AOC,L2,01-Dec-2025 08:44 PM,Technical,Summary,ABIDUR RAHMAN,04-Apr-2025 12:04 PM,technical_69442.pdf,01-Dec-2025,"INR 126,555,000",605.0,Chandana Basumatary,01-Dec-2025 08:44 PM,WO800CapacityAuditoriumUdalguri.pdf (949.00 KB),CE PWD(Bldg),Internal,,Chandana Basumatary,01-Dec-2025 08:41 PM,finsummary_69442.pdf (949.12 KB),AOC,"Construction of 800 Capacity Auditorium at Udalguri, Assam","Construction of 800 Capacity Auditorium at Udalguri, Assam",Please refer Tender documents. ,NA ,"12,65,55,478",Civil Works - Building,NA ,Tender,180.0,605.0,Udalguri,784509.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3  ",21-Mar-2025 11:00 AM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,CE/TB-VII/109/2024/7 Dated Guwahati the 1st March 2025,2025_PWBNH_43552_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,18-Mar-2025 12:00 PM,03-Apr-2025 03:00 PM,18-Mar-2025 12:00 PM,03-Apr-2025 02:00 PM,NA ,NA ,18-Mar-2025 12:00 PM,03-Apr-2025 02:00 PM,22-May-2025 02:10 PM,"25,31,110",Yes,percentage,2.0%,Nil,Nil,"CE, PWD(Bldg), Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,"20,000",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,263318.0,M/S J. G. Associatates,03-Apr-2025 12:10 PM,Accepted-AOC,Work Order Issued,01-Dec-2025 08:44 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX-IB,,,,,AOC
