Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Financial summary,Bristi Bokul Baruah,03-Dec-2025 09:23 AM,finance_73703.pdf,BOQ Comparative Chart,1,279282,PIPELINE ENGINEERING CONSULTANTS PRIVATE LIMITED,02-Sep-2025 02:19 PM,Accepted-AOC,Qualified,03-Dec-2025 09:37 AM,Kalpajit Das,Internal,"k.das, G.neog, b.d. borpatragohain, d. sarma",Birendra Nath Moran,09-Oct-2025 03:07 PM,09-Oct-2025 03:10 PM,techsummary_73703.pdf (476.47 KB),1.0,279282.0,PIPELINE ENGINEERING CONSULTANTS PRIVATE LIMITED,INR,"2,250,000",Kalpajit Das,Internal,"K.Das, G.Neog, BD Borpatragohain, D.Sarma",Bristi Bokul Baruah,03-Dec-2025 09:30 AM,finsummary_73703.pdf (327.85 KB),Technical,Techno-commercial bids summary,Birendra Nath Moran,09-Oct-2025 03:03 PM,technical_73703.pdf,03-Dec-2025,"INR 225,000",60.0,Bristi Bokul Baruah,03-Dec-2025 09:36 AM,AOC.pdf (2551.00 KB),Award of Contract,Industries and Commerce Department||DNP Limited,2025_ICD_46217_1,DNPL/COMP/AUG./2024/170/121 dated 06-08-2025,"Selection of consultant to carry out a Comprehensive Study for Installation of New Gas Compressor Packages for DNPL at Madhuban, Duliajan, Dist- Dibrugarh, Assam",AOC,1.0,SBI Bank,"Selection of consultant to carry out a Comprehensive Study for Installation of New Gas Compressor Packages for DNPL at Madhuban, Duliajan, Dist- Dibrugarh, Assam","Selection of consultant to carry out a Comprehensive Study for Installation of New Gas Compressor Packages for DNPL at Madhuban, Duliajan, Dist- Dibrugarh, Assam",Please refer Tender documents. ,NA ,,Consultancy,NA ,Tender,180.0,60.0,Duliajan,786602.0,NA ,NA ,NA ,Duliajan,No ,No,"Dir. and CEO, DNPL",DNPL Duliajan,07-Aug-2025 11:30 AM,11-Sep-2025 02:00 PM,07-Aug-2025 12:00 PM,10-Sep-2025 02:00 PM,08-Aug-2025 10:00 AM ,20-Aug-2025 02:00 PM ,11-Aug-2025 09:00 AM,10-Sep-2025 02:00 PM,09-Oct-2025 03:10 PM,0.0,No,fixed,,Nil,Nil,1,Corrigendum 3 on Bid Closing Date Extension,Date,,Industries and Commerce Department||DNP Limited,DNPL/COMP/AUG./2024/170/121 dated 06-08-2025,2025_ICD_46217_1,Yes,Open Tender,Lump-sum,Services,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,"Providing Consultancy Service for New Comp. Package Installation for DNPL, Duliajan",700.0,Nil,Nil,Yes,AOC
,,,,,,2,277688,Tractebel Engineering Pvt Ltd,26-Aug-2025 12:41 PM,Rejected-Finance,Disqualified,03-Dec-2025 09:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Corrigendum No.1,Technical Bid,,,,,,,,,,,,,,,,2,Finance,.xls,Price Bid,,,,,AOC
