Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
04-Dec-2025,"INR 8,485,710.3",365.0,Namrata Pradip Sarma,04-Dec-2025 03:31 PM,WOG4.pdf (117.00 KB),Urban Development Department||Directorate of Municipality Administration - UDD||Dhubri Municipal Board,2025_UDD_47456_1,DM/15th FC(Untied fund)/2025-26/469,Construction of RCC G 4 Multi Storied Building at the place of Old Staff Quarter Ward No 1 Dhubri under 15th FC UnTied basic Grant 1st Installment for the 2022-23 during the year 2023-24,DR D SANYAL,Internal,,Namrata Pradip Sarma,13-Oct-2025 06:23 PM,14-Oct-2025 01:00 PM,techsummary_75742.pdf (143.73 KB),1.0,283182.0,NIRMALYA MITRA,INR,"8,485,710.3",Technical,SUBMITTED FOR OPENING OF FINANCIAL BID,Namrata Pradip Sarma,13-Oct-2025 06:19 PM,,DR D SANYAL,Internal,,Namrata Pradip Sarma,04-Dec-2025 03:26 PM,finsummary_75742.pdf (135.90 KB),Finance,FINANCIAL MINUTES SUBMITTED,Namrata Pradip Sarma,04-Dec-2025 03:20 PM,finance_75742.pdf,BOQ Comparative Chart,1,282923,CHAITANYA DAS,24-Sep-2025 07:44 PM,Rejected-AOC,ACCEPTED AS L2,04-Dec-2025 03:31 PM,AOC,Urban Development Department||Directorate of Municipality Administration - UDD||Dhubri Municipal Board,DM/15th FC(Untied fund)/2025-26/469,2025_UDD_47456_1,Yes,Open Tender,Item Rate,Works,2.0,No,Yes,Online,No,No,No,1.0,SBI Bank,Construction of RCC G 4 Multi Storied Building at the place of Old Staff Quarter Ward No 1 Dhubri under 15th FC UnTied basic Grant 1st Installment for the 2022-23 during the year 2023-24,Construction of RCC G 4 Multi Storied Building at the place of Old Staff Quarter Ward No 1 Dhubri under 15th FC UnTied basic Grant 1st Installment for the 2022-23 during the year 2023-24,Please refer Tender documents. ,NA ,"94,28,567",Civil Works,NA ,Rate Contract,180.0,NA ,"Old Staff Quarter, Ward No. 1, Dhubri",783301.0,OFFICE OF DHUBRI MUNICIPAL BOARD ,OFFICE OF DHUBRI MUNICIPAL BOARD ,23-Sep-2025 12:00 PM ,OFFICE OF DHUBRI MUNICIPAL BOARD,No ,No,12-Sep-2025 05:00 PM,06-Oct-2025 02:00 PM,13-Sep-2025 12:00 PM,04-Oct-2025 05:00 PM,NA ,NA ,13-Sep-2025 05:00 PM,04-Oct-2025 05:00 PM,14-Oct-2025 01:00 PM,"3,000",Nil,Nil,Yes,"1,88,571",Yes,fixed,,Nil,Nil,EX,OFFICE OF DHUBRI MUNICIPAL BOARD,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENTS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,283069,MADHU SUDHAN GHOSH,03-Oct-2025 09:32 PM,Rejected-AOC,ACCEPTED AS L2,04-Dec-2025 03:31 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,283182,NIRMALYA MITRA,04-Oct-2025 09:52 AM,Accepted-AOC,ACCEPTED AS L1,04-Dec-2025 03:31 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,282222,Shri Moloy Chakraborty,25-Sep-2025 10:52 PM,Rejected-AOC,ACCEPTED AS L2,04-Dec-2025 03:31 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,282718,UTTAM PRASAD,01-Oct-2025 10:12 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Oct-2025 06:19 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
