Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
SAJIDUR RAHMAN,Internal,,Ranjan Kumar Barman,16-Oct-2025 01:29 PM,17-Oct-2025 12:00 PM,techsummary_75987.pdf (1706.51 KB),ROBIN BORAH,Internal,,Robin Borah,27-Nov-2025 08:11 PM,finsummary_75987.pdf (1153.40 KB),Technical,Admitted,Robin Borah,08-Oct-2025 03:27 PM,,1.0,283267.0,SANTANU BURAGOHAIN,INR,"2,398,964",Finance,admitted,Robin Borah,17-Oct-2025 12:58 PM,,BOQ Comparative Chart,1,283276,BISWAJIT DAS,05-Oct-2025 03:34 PM,Rejected-Finance,higher bidder,27-Nov-2025 08:11 PM,04-Dec-2025,"INR 2,398,964",90.0,Robin Borah,23-Dec-2025 03:13 PM,mah5.pdf (152.00 KB),Public Works Roads Department,2025_PWD_47636_1,SOPD(G)CDTRD/MAHMORA/2025-26/5,SOPD(G)CDTRD/MAHMORA/2025-26/5,AOC,EE PWD CHARAIDEO DISTRICT TRD,"O/O THE EE CDTRD,SONARI",SOPD(G)CDTRD/MAHMORA/2025-26/5,"Construction of Doba to samua Chuk road (From Ch 0.00m to Ch 1800.00m,LENGTH 1.80 Km) under SOPD-G for the year 2025-26 in PWRD Charaideo District Territorial Road Division, Sonari. (Mahmora LAC). Package No. SOPD(G)/CDTRD/MAHMORA/2025-26/05",Please refer Tender documents. ,NA ,,Civil Works – Roads,NA ,Tender,180.0,NA ,MAHMORA LAC,785690.0,"O/O THE EE CDTRD,SONARI ","O/O THE EE CDTRD,SONARI ",03-Oct-2025 01:00 PM ,O/O THE EE CHARAIDEO DISTRICT TERRITORIAL ROAD DIV,No ,No,1.0,SBI Bank,480.0,Nil,Nil,No,22-Sep-2025 02:00 PM,08-Oct-2025 02:00 PM,22-Sep-2025 02:00 PM,06-Oct-2025 02:00 PM,22-Sep-2025 02:00 PM ,03-Oct-2025 01:00 PM ,22-Sep-2025 02:00 PM,06-Oct-2025 02:00 PM,17-Oct-2025 12:00 PM,1,Fee/PreQual/Technical,.pdf,SBD,Public Works Roads Department,SOPD(G)CDTRD/MAHMORA/2025-26/5,2025_PWD_47636_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"47,980",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,283267,SANTANU BURAGOHAIN,05-Oct-2025 02:57 PM,Accepted-AOC,lower bidder,23-Dec-2025 03:13 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
