S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,256232.0,GANPATI CONSTRUCTION COMPANY,INR,"193,934,000",CE PWD(Bldg),Internal,,Chandana Basumatary,05-Dec-2025 05:32 PM,finsummary_67711.pdf (769.14 KB),Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_42055_12,CE/TB-VII/86/2024/6 Dated Guwahati the 6th Jan 2025,"Construction of Co-District Office (RCC G Plus 4) at Naharkatia, Dibrugarh District, Assam",Technical,Summary,ABIDUR RAHMAN,07-Feb-2025 12:04 PM,technical_67711.pdf,Finance,Summary,ABIDUR RAHMAN,17-Mar-2025 04:51 PM,finance_67711.pdf,BOQ Comparative Chart,CE PWD(Bldg),Internal,,Chandana Basumatary,17-Mar-2025 04:31 PM,17-Mar-2025 04:35 PM,techsummary_67711.pdf (354.68 KB),1.0,257528.0,Buildrite Constructions,04-Feb-2025 06:24 PM,Rejected-AOC,L2,05-Dec-2025 05:33 PM,05-Dec-2025,"INR 193,934,000",605.0,Chandana Basumatary,05-Dec-2025 05:33 PM,WOCDNAHARKATIA.pdf (769.00 KB),AOC,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,"CE, PWD(Bldg), Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3","34,78,427",Yes,percentage,2.0%,Nil,Nil,"20,000",Nil,Nil,No,"Construction of Co-District Office (RCC G Plus 4) at Naharkatia, Dibrugarh District, Assam","Construction of Co-District Office (RCC G Plus 4) at Naharkatia, Dibrugarh District, Assam",Please refer Tender documents. ,NA ,"17,39,21,368",Civil Works - Building,NA ,Tender,180.0,605.0,Dibrugarh,786610.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ",16-Jan-2025 11:00 AM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,CE/TB-VII/86/2024/6 Dated Guwahati the 6th Jan 2025,2025_PWBNH_42055_12,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Extension Notice,Date,,13-Jan-2025 05:00 PM,05-Feb-2025 03:00 PM,13-Jan-2025 05:00 PM,05-Feb-2025 02:00 PM,NA ,NA ,13-Jan-2025 05:00 PM,05-Feb-2025 02:00 PM,17-Mar-2025 04:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,256232.0,GANPATI CONSTRUCTION COMPANY,05-Feb-2025 11:30 AM,Accepted-AOC,Work Order Issued,05-Dec-2025 05:33 PM,,,,,,,AOC,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,APPENDIX-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
