Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Karbi Anglong Autonomous Council||PWD||Addl. Chief Engineer Diphu,ACEH/CS/SSA/03/2025-26/NSL35,2025_KAAC_46377_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,18-Aug-2025 11:00 AM,30-Aug-2025 11:00 AM,18-Aug-2025 11:00 AM,28-Aug-2025 03:00 PM,NA ,NA ,18-Aug-2025 11:00 AM,28-Aug-2025 03:00 PM,13-Oct-2025 02:55 PM,1.0,Fee/PreQual/Technical,.pdf,fee and bid security,1.0,SBI Bank,"7,600",Nil,Nil,No,Construction of 50 bedded hostel separately for boys and girls at Anjokpani High School under the scheme Dharti Aaba Janjatiya Gram Utkarsh Abhiyan,Construction of 50 bedded hostel separately for boys and girls at Anjokpani High School under the scheme Dharti Aaba Janjatiya Gram Utkarsh Abhiyan,Please refer Tender documents. ,NA ,"3,78,75,000",Civil Works - Building,NA ,Tender,180.0,NA ,Rongmongwe,782461.0,"Addl.CE, PWD(R and B), Hills, Assam, Diphu ","Addl. CE, PWD (R and B), Hills, Assam, Diphu ",20-Aug-2025 12:00 PM ,"O/O the Addl.CE,PWD(R and B), Hills, Assam, Diphu",No ,No,"7,57,500",Yes,percentage,2.0%,Nil,Nil,"Addl. CE, PWD (R and B), Hills, Assam, Diphu","Addl. CE, PWD (R and B), Hills, Assam, Diphu",AOC,1.0,278594.0,Power Tools and Engineering,INR,"37,858,695.23",31-Dec-2025,"INR 37,858,695.23",540.0,Bina Englengpi,31-Dec-2025 02:47 PM,workorderangjokpani.pdf (439.00 KB),work order,Finance,financial bids of responsive bidders evaluated and approved by the tender committee for allotment of the work to the lowest bidder.,Bina Englengpi,31-Dec-2025 02:13 PM,,BOQ Comparative Chart,Karbi Anglong Autonomous Council||PWD||Addl. Chief Engineer Diphu,2025_KAAC_46377_1,ACEH/CS/SSA/03/2025-26/NSL35,Construction of 50 bedded hostel separately for boys and girls at Anjokpani High School under the scheme Dharti Aaba Janjatiya Gram Utkarsh Abhiyan,Technical,Minutes,Jatin Nath,13-Oct-2025 02:46 PM,technical_73956.pdf,"Director cum Addl CE,PWD(R and B), Hills, Assam, Diphu",Internal,"EE,AEE,AE,JE",Bina Englengpi,31-Dec-2025 02:19 PM,finsummary_73956.pdf (489.38 KB),ACE PWD HILLS ASSAM DIPHU,Internal,EE AE JE ACE PWD HILLS ASSAM DIPHU,Jatin Nath,13-Oct-2025 02:51 PM,13-Oct-2025 02:55 PM,techsummary_73956.pdf (489.37 KB),1.0,278673.0,golden traders,28-Aug-2025 02:16 PM,Rejected-AOC,L2 work allotted to lowest bidder,31-Dec-2025 03:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,277944.0,Lachit Engineering,27-Aug-2025 02:23 PM,Rejected-Technical,Non responsive,13-Oct-2025 02:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,278594.0,Power Tools and Engineering,28-Aug-2025 12:55 PM,Accepted-AOC,lowest bidder,31-Dec-2025 03:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,form of bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
