EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"2,51,746",Yes,fixed,,Nil,Nil,16-Jan-2025 05:00 PM,03-Mar-2025 04:30 PM,16-Jan-2025 05:30 PM,03-Mar-2025 02:00 PM,NA ,NA ,24-Jan-2025 01:00 PM,03-Mar-2025 02:00 PM,08-Mar-2025 04:00 PM,1.0,DATEXTENsion,Date,,1.0,Fee/PreQual/Technical,.pdf,"EMD scan Copy,IPO/STAMP fee, List of items quoted",MD AMSCL,"Office of Managing Director Assam Medical Services Corporation Ltd Central Drug Ware House Campus, Patherquery, Narengi, Guwahati, Assam-781026","2,000",Nil,Nil,No,1.0,SBI Bank,SUPPLY OF CELL COUNTER 3 PART,SUPPLY OF CELL COUNTER 3 PART,Please refer Tender documents. ,NA ,"1,25,87,276",Medical Equipments/Waste,NA ,Rate Contract,180.0,90.0,Guwahati,781026.0,AMSCL Guwahati ,"Office of Managing Director Assam Medical Services Corporation Ltd Central Drug Ware House Campus, Patherquery, Narengi, Guwahati, Assam-781026 ",21-Jan-2025 03:00 PM ,Guwahati,No ,No,Health and Family Welfare Department||Assam Medical Services Corporation Limited,AMSC-EQUI0PROC/77/2024-EQUP PRO-AMSC/1,2025_HFWD_42085_1,Yes,Open Tender,Buy,Goods,2.0,No,Yes,Online,No,No,No,AOC,1.0,259913.0,DEEP MEDITECH PRIVATE LIMITED,INR,1.0,01-Aug-2025,INR 1,90.0,Siddhartha Bahadur Singh,06-Dec-2025 11:36 AM,cellcounterrev.pdf (527.00 KB),AS PER MOM,Finance,AS PER MOM,Siddhartha Bahadur Singh,02-Jun-2025 12:52 PM,,BOQ Comparative Chart,Health and Family Welfare Department||Assam Medical Services Corporation Limited,2025_HFWD_42085_1,AMSC-EQUI0PROC/77/2024-EQUP PRO-AMSC/1,SUPPLY OF CELL COUNTER 3 PART,GM AMSCL,Internal,AS PER MOM,Siddhartha Bahadur Singh,02-Jun-2025 12:59 PM,finsummary_67724.pdf (8377.60 KB),Technical,AS PER MOM,Siddhartha Bahadur Singh,06-Mar-2025 07:22 PM,,GM,Internal,AS PER MOM,Siddhartha Bahadur Singh,06-Mar-2025 07:37 PM,08-Mar-2025 04:00 PM,techsummary_67724.pdf (16681.96 KB),1,259676,BIO-CARE ASSOCIATES,01-Mar-2025 11:34 AM,Rejected-Technical,AS PER MOM,06-Mar-2025 07:37 PM,AOC
,,,,,,,,,,,,,,,2.0,Technical corrigendum,Technical Bid,,,,.pdf,Requisite documents as per Tender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,259913,DEEP MEDITECH PRIVATE LIMITED,27-Feb-2025 07:24 PM,Accepted-AOC,AS PER MOM,06-Dec-2025 11:36 AM,AOC
,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,259839,Jyoti Pharmaceuticals,27-Feb-2025 10:04 PM,Rejected-Finance,AS PER MOM,02-Jun-2025 12:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,259784,Q-Line Biotech Private Limited,03-Mar-2025 11:04 AM,Rejected-Finance,AS PER MOM,02-Jun-2025 12:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,257165,Transasia Bio Medicals Ltd,03-Mar-2025 01:53 PM,Rejected-Finance,AS PER MOM,02-Jun-2025 12:59 PM,AOC
