Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
25-Jun-2025 05:15 PM,16-Jul-2025 03:30 PM,25-Jun-2025 05:15 PM,16-Jul-2025 02:00 PM,NA ,NA ,25-Jun-2025 05:15 PM,16-Jul-2025 02:00 PM,21-Aug-2025 03:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,Tech-II/30/2025/3 dtd 19th June 2025,2025_PWBNH_45163_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"CE, PWD(Bldg), H and E, Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3","9,340",Nil,Nil,No,"9,33,652",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,"Infrastructure Development of Moirabari College, Moirabari, Morigaonon","Infrastructure Development of Moirabari College, Moirabari, Morigaonon",Please refer Tender documents. ,NA ,"4,66,82,589",Civil Works - Building,NA ,Tender,180.0,365.0,Morigaon,782105.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ",02-Jul-2025 11:30 AM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,AOC,1.0,271915.0,S D BAJAJ,INR,"49,435,968",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_45163_3,Tech-II/30/2025/3 dtd 19th June 2025,"Infrastructure Development of Moirabari College, Moirabari, Morigaonon",CE PWD(Bldg),Internal,,Chandana Basumatary,21-Aug-2025 02:18 PM,21-Aug-2025 03:00 PM,techsummary_71532.pdf (327.37 KB),11-Dec-2025,"INR 49,435,968",365.0,Chandana Basumatary,11-Dec-2025 05:43 PM,WOMOIRABARI.pdf (576.00 KB),CE PWD(Bldg),Internal,,Chandana Basumatary,11-Dec-2025 05:42 PM,finsummary_71532.pdf (576.40 KB),Finance,Summary,Chandana Basumatary,21-Aug-2025 04:27 PM,finance_71532.pdf,BOQ Comparative Chart,Technical,Summary,Chandana Basumatary,16-Jul-2025 05:39 PM,technical_71532.pdf,1.0,272134.0,Choudhury Enterprise,16-Jul-2025 12:08 PM,Rejected-Technical,Non-Responsive,21-Aug-2025 02:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,272019.0,FTTC PROJECTS PRIVATE LIMITED,16-Jul-2025 11:52 AM,Rejected-AOC,L2,11-Dec-2025 05:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,271915.0,S D BAJAJ,16-Jul-2025 12:26 PM,Accepted-AOC,Work Order Issued,11-Dec-2025 05:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
