Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
"Chief Engineer (EAP), PWRD",Internal,,Hena Chandini,19-Jul-2025 03:48 PM,21-Jul-2025 02:00 PM,techsummary_68090.pdf (176.36 KB),Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,2025_PWRDW_42372_2,CE/EAP/ARRBP02TENDERS2024/36,Construction of Bridge in Dhubri district i.Br. On Falimari Pt.-II to Dhingirchar Bazar(Moukhowakhat) Road,1.0,258481.0,Foyzal Hoque,INR,"82,756,300",Finance,Financial bid has been opened.,Hena Chandini,21-Jul-2025 04:00 PM,,BOQ Comparative Chart,1.0,258481.0,Foyzal Hoque,18-Feb-2025 12:06 PM,Accepted-AOC,L1 bidder,24-Dec-2025 04:50 PM,Technical,Technical Bids opened,Hena Chandini,19-Feb-2025 03:22 PM,,24-Dec-2025,"INR 82,756,300",900.0,Dibyajyoti Nath,24-Dec-2025 04:50 PM,aoc_dhubri12.pdf (664.00 KB),"Chief Engineer, EAP, PWRD",Internal,,Dibyajyoti Nath,24-Dec-2025 04:34 PM,finsummary_68090.pdf (835.77 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Details,"Chief Engineer (EAP), PWRD","O/o Chief Engineer (EAP), PWRD, Fatasil Ambari, Guwahati-25","5,000",Nil,Nil,No,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,CE/EAP/ARRBP02TENDERS2024/36,2025_PWRDW_42372_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Construction of Bridge in Dhubri district i.Br. On Falimari Pt.-II to Dhingirchar Bazar(Moukhowakhat) Road,Construction of Bridge in Dhubri district i.Br. On Falimari Pt.-II to Dhingirchar Bazar(Moukhowakhat) Road CE/EAP/ARRBP/OCB/Bridge-1/Dhubri/12,Please refer Tender documents. ,NA ,"7,19,62,000",Civil Works,NA ,Tender,90.0,900.0,Dhubri,783301.0,"O/o Chief Engineer (EAP), PWRD ","O/o Chief Engineer (EAP), PWRD, Fatasil Ambari, Guwahati-25 ",06-Feb-2025 11:00 AM ,"O/o Chief Engineer (EAP), PWRD",No ,No,29-Jan-2025 06:55 PM,18-Feb-2025 02:30 PM,29-Jan-2025 06:55 PM,18-Feb-2025 02:00 PM,29-Jan-2025 06:55 PM ,06-Feb-2025 11:00 AM ,29-Jan-2025 06:55 PM,18-Feb-2025 02:00 PM,21-Jul-2025 02:00 PM,1.0,SBI Bank,"14,39,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,258922.0,UNICON PROJECTS PVT. LTD.,18-Feb-2025 01:30 PM,Rejected-Technical,Non Responsive,19-Jul-2025 03:48 PM,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Standard Bidding Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Letter of Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,ESMP Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,EMD Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Letter of Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
