Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Summary,Chandana Basumatary,06-Sep-2025 04:41 PM,finance_73787.pdf,BOQ Comparative Chart,1.0,277078.0,Progressive Enterprises,18-Aug-2025 01:03 PM,Accepted-AOC,Work Order Issued,03-Dec-2025 01:18 PM,Technical,Summary,Chandana Basumatary,22-Aug-2025 05:27 PM,technical_73787.pdf,CE PWD(Bldg),Internal,,Chandana Basumatary,03-Dec-2025 11:38 AM,finsummary_73787.pdf (511.78 KB),03-Dec-2025,"INR 74,296,075",730.0,Chandana Basumatary,03-Dec-2025 01:18 PM,WOGR18A.pdf (550.00 KB),CE PWD(Bldg),Internal,,ABIDUR RAHMAN,06-Sep-2025 04:13 PM,06-Sep-2025 04:15 PM,techsummary_73787.pdf (785.82 KB),1.0,277078.0,Progressive Enterprises,INR,"74,296,075",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_46245_1,"CE/TB-VI/T/RIDF-XXX/47/2025/14 Dated Guwahati the, 5th Aug 2025","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Barsali Hatkhola High School, Hajo under North Kamrup TBD (Gr-18A)",AOC,08-Aug-2025 09:00 AM,18-Aug-2025 03:00 PM,08-Aug-2025 09:00 AM,18-Aug-2025 02:00 PM,NA ,NA ,08-Aug-2025 11:30 AM,18-Aug-2025 02:00 PM,06-Sep-2025 04:15 PM,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,"14,43,700",Yes,percentage,2.0%,Nil,Nil,"CE, PWD(H_E), Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Barsali Hatkhola High School, Hajo under North Kamrup TBD (Gr-18A)","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i) Barsali Hatkhola High School, Hajo under North Kamrup TBD (Gr-18A)",Please refer Tender documents. ,NA ,"7,21,85,000",Civil Works - Building,NA ,Tender,180.0,730.0,North Kamrup,781102.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ",11-Aug-2025 11:30 AM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,1.0,SBI Bank,"14,500",Nil,Nil,No,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"CE/TB-VI/T/RIDF-XXX/47/2025/14 Dated Guwahati the, 5th Aug 2025",2025_PWBNH_46245_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,2.0,277114.0,SBP Commercial Pvt Ltd,18-Aug-2025 12:34 PM,Rejected-AOC,L2,03-Dec-2025 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
