Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Public Works Roads Department,SOPD(G)CDTRD/MAHMORA/2025-26/2,2025_PWD_47631_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,22-Sep-2025 02:00 PM,08-Oct-2025 02:00 PM,22-Sep-2025 02:00 PM,06-Oct-2025 02:00 PM,22-Sep-2025 02:00 PM ,03-Oct-2025 01:00 PM ,22-Sep-2025 02:00 PM,06-Oct-2025 02:00 PM,17-Oct-2025 12:00 PM,1,Fee/PreQual/Technical,.pdf,SBD,"61,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,610.0,Nil,Nil,No,SOPD(G)CDTRD/MAHMORA/2025-26/2,"Construction of Doba Chariali to Beltol Nizkhaloighuwa (Ch 0.00m to Ch 2800.00m),Total Length 2.80 km under SOPD-G for the year 2025-26 in PWRD Charaideo District TRD, Sonari. (Mahmora LAC). Package No. SOPD(G)/CDTRD/MAHMORA/2025-26/2",Please refer Tender documents. ,NA ,,Civil Works – Roads,NA ,Tender,180.0,NA ,MAHMORA LAC,785690.0,"O/O THE EE CDTRD,SONARI ","O/O THE EE CDTRD,SONARI ",03-Oct-2025 01:00 PM ,O/O THE EE CHARAIDEO DISTRICT TERRITORIAL ROAD DIV,No ,No,EE PWD CHARAIDEO DISTRICT TRD,"O/O THE EE CDTRD,SONARI",AOC,1,282891,MR NIKHILESH GOGOI,06-Oct-2025 12:03 PM,Accepted-AOC,low bidder,23-Dec-2025 02:51 PM,Finance,admitted,Ranjan Kumar Barman,17-Oct-2025 12:37 PM,,BOQ Comparative Chart,1.0,282891.0,MR NIKHILESH GOGOI,INR,"3,050,000",ROBIN BORAH,Internal,,Robin Borah,27-Nov-2025 07:55 PM,finsummary_75982.pdf (1728.38 KB),Technical,Admitted,Robin Borah,08-Oct-2025 02:43 PM,,SAJIDUR RAHMAN,Internal,,Ranjan Kumar Barman,16-Oct-2025 01:22 PM,17-Oct-2025 12:00 PM,techsummary_75982.pdf (1869.42 KB),Public Works Roads Department,2025_PWD_47631_1,SOPD(G)CDTRD/MAHMORA/2025-26/2,SOPD(G)CDTRD/MAHMORA/2025-26/2,11-Dec-2025,"INR 3,050,000",60.0,Robin Borah,23-Dec-2025 02:51 PM,mah2.pdf (151.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,282822,Rajib Borah,29-Sep-2025 01:40 PM,Rejected-Finance,higher bidder,27-Nov-2025 07:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
