EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"2,49,997",Yes,percentage,2.0%,Nil,Nil,1.0,DRAWING,Other,,MD NHM,O/O MD NHM Assam,"3,000",Nil,Nil,No,1.0,SBI Bank,National Health Mission||State Programme Management Unit - NHM,NHM/1/909085/2025,2025_NHM_42368_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"CONSTRUCTION OF INTEGRATED PUBLIC HEALTH LABORATORY AT SADIYA SDCH IN TINSUKIA DISTRICT UNDER PM ABHIM FOR FY 2024-25 UNDER NHM, ASSAM","CONSTRUCTION OF INTEGRATED PUBLIC HEALTH LABORATORY AT SADIYA SDCH IN TINSUKIA DISTRICT UNDER PM ABHIM FOR FY 2024-25 UNDER NHM, ASSAM",Please refer Tender documents. ,NA ,"1,24,99,840",Civil Works - Building,NA ,Tender,180.0,NA ,Tinsukia,786125.0,NA ,NA ,NA ,O/O MD NHM Assam,No ,No,27-Jan-2025 06:00 PM,19-Feb-2025 03:30 PM,27-Jan-2025 06:00 PM,18-Feb-2025 02:00 PM,NA ,NA ,27-Jan-2025 06:00 PM,18-Feb-2025 02:00 PM,19-May-2025 12:15 PM,1.0,Fee/PreQual/Technical,.pdf,Tender Document,AOC,National Health Mission||State Programme Management Unit - NHM,2025_NHM_42368_1,NHM/1/909085/2025,"CONSTRUCTION OF INTEGRATED PUBLIC HEALTH LABORATORY AT SADIYA SDCH IN TINSUKIA DISTRICT UNDER PM ABHIM FOR FY 2024-25 UNDER NHM, ASSAM",03-Dec-2025,"INR 12,299,839.79",365.0,Dipankar Barman,03-Dec-2025 03:36 PM,wo.pdf (189.00 KB),work allotted,1.0,258530.0,MS SB ENTERPRISES,INR,"12,299,839.79",Technical,Technical bid opened,Dipankar Barman,19-May-2025 12:02 PM,,osd,Internal,,Dipankar Barman,03-Dec-2025 03:35 PM,finsummary_68084.pdf (188.99 KB),osd,Internal,,Dipankar Barman,19-May-2025 12:12 PM,19-May-2025 12:15 PM,techsummary_68084.pdf (1900.74 KB),1.0,258413.0,M/S J R ENTERPRISES,18-Feb-2025 01:58 PM,Rejected-Technical,Not Admitted,19-May-2025 12:12 PM,Finance,financial bid opened,Dipankar Barman,03-Dec-2025 03:33 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,258531.0,MS N.K CONSTRUCTION,17-Feb-2025 10:58 PM,Rejected-Finance,Not Admitted,03-Dec-2025 03:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qulification,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,258220.0,M/s R.R. Projects,18-Feb-2025 11:57 AM,Rejected-Technical,Not Admitted,19-May-2025 12:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,FOB,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,258530.0,MS SB ENTERPRISES,17-Feb-2025 11:00 PM,Accepted-AOC,work allotted,03-Dec-2025 03:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
