Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"CGM D LAR,5th Floor,APDCL","O/o the CGM(D),LAR,5th Floor,Bijulee bhawan",CGM(DnS)/ APDCL/LAR/ ITBP-Sonapur/2025-26/02,"Construction of 33KV line and installation of 33/0.433KV, 2X500 KVA SS for providing power supply to ITBP, Sonapur under Sonapur ESD of GEC-I under Deposit Work Scheme on Full Turnkey Mode.",Please refer Tender documents. ,NA ,"1,57,62,629",Electrical Works,NA ,Tender,120.0,60.0,Guwahati,781001.0,"O/o the CGM(D),LAR,5th Floor,Bijulee bhawan ","O/o the CGM(D),LAR,5th Floor,Bijulee bhawan ",18-Aug-2025 02:00 PM ,"O/o the CGM(D),LAR,5th Floor,Bijulee bhawan",No ,No,1.0,SBI Bank,"6,720",Nil,Nil,No,12-Aug-2025 06:00 PM,04-Sep-2025 02:00 PM,13-Aug-2025 09:00 AM,03-Sep-2025 04:00 PM,NA ,NA ,26-Aug-2025 09:00 AM,03-Sep-2025 04:00 PM,06-Oct-2025 11:30 AM,1.0,Fee/PreQual/Technical,.rar,technical bid,1.0,BOQ Corrigendum,BOQ,,"3,75,000",No,fixed,,Nil,Nil,Assam Power Distribution Company Ltd||CGM(D) Lower Assam Region - APDCL,CGMDS/ APDCL/LAR/ITBP/2025-26/02,2025_APDCL_46343_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,AOC,MD APDCL,Internal,,Debjani Biswas,04-Oct-2025 04:17 PM,06-Oct-2025 11:30 AM,techsummary_73916.pdf (1865.39 KB),1.0,279470.0,M/S Saturn Electricals,INR,"12,947,531.12",Assam Power Distribution Company Ltd||CGM(D) Lower Assam Region - APDCL,2025_APDCL_46343_1,CGMDS/ APDCL/LAR/ITBP/2025-26/02,CGM(DnS)/ APDCL/LAR/ ITBP-Sonapur/2025-26/02,Technical,technical bid opening,Debjani Biswas,04-Sep-2025 03:36 PM,,1,279474,HARSH JYOTI BAISHYA,03-Sep-2025 02:27 PM,Rejected-Technical,Non Responsive,04-Oct-2025 04:17 PM,Finance,price bid opening,Debjani Biswas,06-Oct-2025 01:41 PM,,BOQ Comparative Chart,10-Dec-2025,"INR 12,947,531.12",60.0,Papiya Deori,11-Dec-2025 01:33 PM,LOASaturnITBP.pdf (11589.00 KB),CGM LAR APDCL,Internal,,Papiya Deori,10-Dec-2025 02:01 PM,finsummary_73916.pdf (496.26 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,price bid schedule,2.0,change of bid submission dates,Date,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,279558,Jayanta Khaund,03-Sep-2025 03:01 PM,Rejected-Technical,Non Responsive,04-Oct-2025 04:17 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,279571,M/S R.S. ENTERPRISE,03-Sep-2025 03:39 PM,Rejected-Technical,Non Responsive,04-Oct-2025 04:17 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,279470,M/S Saturn Electricals,03-Sep-2025 12:32 PM,Accepted-AOC,L1 bidder,11-Dec-2025 01:33 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,279583,THE GLOBAL CENTRE,03-Sep-2025 03:38 PM,Rejected-Finance,L2 bidder,10-Dec-2025 02:01 PM,,,,,,,,,,,,,,,,,,,AOC
