Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,Bids are forwarded to Bid Evaluation Committee for further evaluation,Paran Gogoi,16-Sep-2025 03:17 PM,,BOQ Comparative Chart,"CEO, ASUP",Internal,,Paran Gogoi,11-Nov-2025 03:27 PM,finsummary_74065.pdf (34.85 KB),10-Dec-2025,"INR 28,288,671",1095.0,Paran Gogoi,12-Dec-2025 01:28 PM,AOCUpload.pdf (1123.00 KB),Contract Agreement Signed on 10th December 2025,1,281611,ANSHUMAN Tech Pvt. Ltd.,15-Sep-2025 07:20 PM,Rejected-Finance,Price quoted is higher than L1 bidder,11-Nov-2025 03:27 PM,Skill Employment and Entrepreneurship Department- Externally Aided Project||Assam Skill University Project- ADB Funded Tenders,2025_SEEDE_46479_1,GS02/ASU/MTC/031,Equipment for Electrical Energy Management Lab,1.0,282018.0,National Cooperative Consumer Federation of India Ltd.,INR,"28,288,671","CEO, ASUP",Internal,,Paran Gogoi,11-Nov-2025 03:19 PM,techsummary_74065.pdf (98.22 KB),AOC,1.0,SBI Bank,Skill Employment and Entrepreneurship Department- Externally Aided Project||Assam Skill University Project- ADB Funded Tenders,GS02/ASU/MTC/031,2025_SEEDE_46479_1,Yes,Open Tender,Item Rate,Goods,1.0,No,No,Online,No,No,No,"2,96,000",No,fixed,,Nil,Nil,"Chief Executive Officer, Assam Skill University","3rd floor, DECT Complex, A.K. Azad Road, Rehabari, Guwahati-781008, Assam, India",1.0,Fee/PreQual/Technical/Finance,.pdf,Bid Submission Sheet,16-Aug-2025 10:00 AM,16-Sep-2025 03:00 PM,16-Aug-2025 10:00 AM,16-Sep-2025 02:00 PM,16-Aug-2025 10:00 AM ,22-Aug-2025 10:00 AM ,13-Sep-2025 10:00 AM,16-Sep-2025 02:00 PM,0.0,Nil,Nil,No,Equipment for Electrical Energy Management Lab,Equipment for Electrical Energy Management Lab,Please refer Tender documents. ,NA ,,Electronics Equipment,NA ,Tender,150.0,NA ,ASU Campus,784125.0,"Conference Room, 3rd Floor, DECT Complex, ASUP, Re ","3rd floor, DECT Complex, A.K. Azad Road, Rehabari, Guwahati-781008, Assam, India ",22-Aug-2025 11:30 AM ,"3rd Floor, DECT Complex, ASUP",No ,No,AOC
,,,,,,,,,,,,,,,,,,,2,282018,National Cooperative Consumer Federation of India Ltd.,16-Sep-2025 12:57 PM,Accepted-AOC,Being Lowest Evaluated Responsive Bidder,12-Dec-2025 01:29 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Eligibility Criteria Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,281863,Valeur Fabtex Private Limited,16-Sep-2025 01:55 PM,Rejected-Technical,Bidder is technically non responsive due to non fulfilment of Clause 2.2.1- Contractual Experience and Clause 3.4.1 - Compliance with Technical Requirements,11-Nov-2025 03:19 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
