Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
Finance,Financial bid has been opened,Sharadi Borah,30-Jul-2024 06:34 PM,,BOQ Comparative Chart,"Chief Engineer, EAP, PWRD, Assam",Internal,,Sharadi Borah,29-Jul-2024 06:56 PM,30-Jul-2024 02:00 PM,techsummary_61184.pdf (505.99 KB),30-Dec-2025,"INR 18,648,877",720.0,Sanjita Bodo,30-Dec-2025 10:11 PM,20251230152823.pdf (80.00 KB),1.0,234850.0,SYED MUSADDIK ALI,15-Jul-2024 12:43 PM,Rejected-Technical,Non Responsive,29-Jul-2024 06:56 PM,1.0,234610.0,Tech.Point Engineers,INR,"18,648,877",CE (EAP),Internal,,Sanjita Bodo,30-Dec-2025 10:04 PM,finsummary_61184.pdf (31.05 KB),Technical,Bids have been opened,Sharadi Borah,15-Jul-2024 05:26 PM,,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,2024_PWRDW_37599_10,RFB No. CEEAPARRBP02TENDERS2024/1,Construction of Bridge in Goalpara district i. Br. No. 1/1 on Chandmari to kokira Garopara ME school,AOC,14-Jun-2024 05:00 PM,15-Jul-2024 02:30 PM,14-Jun-2024 05:00 PM,15-Jul-2024 02:00 PM,14-Jun-2024 05:00 PM ,28-Jun-2024 10:00 AM ,14-Jun-2024 05:00 PM,15-Jul-2024 02:00 PM,30-Jul-2024 02:00 PM,Construction of Bridge in Goalpara district i. Br. No. 1/1 on Chandmari to kokira Garopara ME school,CE/EAP/ARRBP/OCB/Bridge-1/Goalpara/09 Construction of Bridge in Goalpara district i. Br. No. 1/1 on Chandmari to kokira Garopara ME school,Please refer Tender documents. ,NA ,"1,81,13,000",Civil Works,NA ,Tender,90.0,720.0,Goalpara,783101.0,"O/o the Chief Engineer(EAP), PWRD, Assam ","O/o the Chief Engineer(EAP), PWRD, Assam, Fatasil Ambari, Guwahai-25 ",28-Jun-2024 11:00 AM ,"O/o the Chief Engineer(EAP), PWRD, Assam",No ,No,"3,62,000",Yes,fixed,,Nil,Nil,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,RFB No. CEEAPARRBP02TENDERS2024/1,2024_PWRDW_37599_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Chief Engineer(EAP), PWRD, Assam","O/o the Chief Engineer(EAP), PWRD, Assam, Fatasil Ambari, Guwahai-25",1.0,SBI Bank,"5,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,SBD,AOC
,,,,,,,,,,,,,,,,,,,2.0,234610.0,Tech.Point Engineers,12-Jul-2024 07:36 PM,Accepted-AOC,Lowest bidder,30-Dec-2025 10:11 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Details,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Technical Bid,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMP Document,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Financial Bid,AOC
