Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Financial summary,Bristi Bokul Baruah,03-Dec-2025 08:38 AM,finance_69012.pdf,BOQ Comparative Chart,1,261301,OVAL PROJECTS ENGINEERING PRIVATE LIMITED,13-Mar-2025 01:53 PM,Rejected-Technical,Not Qualified,10-May-2025 08:35 AM,Kalpajit Das,Internal,"K.Das, BD Borpatragohain, R.Rajkonwar, M.Alam, D.Sarma, PP Bhattacharyya, U.Kashyap",Bhaskar Borpatra Gohain,10-May-2025 08:35 AM,10-May-2025 09:00 AM,techsummary_69012.pdf (921.70 KB),1.0,262275.0,TOLANI PROJECTS PRIVATE LIMTIED,INR,"8,127,553.5",Technical,technical summary,Bhaskar Borpatra Gohain,10-May-2025 08:31 AM,technical_69012.pdf,Kalpajit Das,Internal,"K.Das, BD Borpatragohain, M.Alam, R.Rajkonwar, D.Sarma, PP Bhattacharyya, U.Kashyap",Bristi Bokul Baruah,03-Dec-2025 08:45 AM,finsummary_69012.pdf (1327.82 KB),03-Dec-2025,"INR 21,032,153.5",45.0,Bristi Bokul Baruah,03-Dec-2025 09:02 AM,LOI.pdf (7807.00 KB),Award of Contract,Industries and Commerce Department||DNP Limited,2025_ICD_43180_1,DNPL/PC/2025/55KM/SW/56/06,STATION WORKS,AOC,28-Feb-2025 04:00 PM,02-Apr-2025 11:00 AM,28-Feb-2025 04:00 PM,01-Apr-2025 02:00 PM,28-Feb-2025 05:00 PM ,04-Mar-2025 04:00 PM ,08-Mar-2025 09:00 AM,01-Apr-2025 02:00 PM,10-May-2025 09:00 AM,1.0,SBI Bank,0.0,No,fixed,,Nil,Nil,Industries and Commerce Department||DNP Limited,DNPL/PC/2025/55KM/SW/56/06,2025_ICD_43180_1,Yes,Open Tender,Works,Services,2.0,No,No,Online,No,No,No,STATION WORKS,STATION WORKS,Please refer Tender documents. ,NA ,,Supply/Erection/Commissioning Services,NA ,Tender,180.0,45.0,Duliajan,786602.0,Duliajan/Online ,1 No Borpather Madhuban Duliajan-786602 ,05-Mar-2025 11:00 AM ,Duliajan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Commercial Volume,1.0,Corrigendum4,Date,,"Director and CEO, DNP Ltd",1 No Borpather Madhuban Duliajan-786602,"4,000",Nil,Nil,Yes,AOC
,,,,,,2,262203,TIRATNA ENTERPRISE,24-Mar-2025 08:41 PM,Accepted-AOC,Qualified for Part-B,03-Dec-2025 09:02 AM,,,,,,,,2.0,262203.0,TIRATNA ENTERPRISE,INR,"12,904,600",,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Volume,2.0,Corrigendum1,Technical Bid,,,,,,,,AOC
,,,,,,3,262275,TOLANI PROJECTS PRIVATE LIMTIED,20-Mar-2025 03:08 PM,Accepted-AOC,Qualified for Part-A,03-Dec-2025 09:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,AOC
