Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_46197_1,"CE/TB-IV(H_E) T/RIDF-XXX/14/2025/14 Dated Guwahati the, 30th July 2025","Construction of 126 Secondary Schools in 35 districts of Assam under RIDF XXX (2024-25) for (i) D.P.M. Higher Secondary School, Srijongram, (ii) Abhayeswari H.S. and M.P. School Srijongram under Bongaigaon DTBD (Gr-9)",1.0,277061.0,KUSHAN CHOUDHURY,INR,"129,700,000",CE PWD(Bldg),Internal,,ABIDUR RAHMAN,06-Sep-2025 04:11 PM,06-Sep-2025 04:15 PM,techsummary_73640.pdf (870.27 KB),CE PWD(Bldg),Internal,,Chandana Basumatary,03-Dec-2025 12:41 PM,finsummary_73640.pdf (1307.88 KB),03-Dec-2025,"INR 129,700,000",730.0,Chandana Basumatary,03-Dec-2025 12:44 PM,WOGR9.pdf (1308.00 KB),1.0,277061.0,KUSHAN CHOUDHURY,16-Aug-2025 01:54 PM,Accepted-AOC,Work Order Issued,03-Dec-2025 12:44 PM,Technical,Summary,Chandana Basumatary,22-Aug-2025 05:48 PM,technical_73640.pdf,Finance,Summary,Chandana Basumatary,06-Sep-2025 04:45 PM,finance_73640.pdf,BOQ Comparative Chart,AOC,"29,000",Nil,Nil,No,06-Aug-2025 03:00 PM,16-Aug-2025 03:00 PM,06-Aug-2025 03:00 PM,16-Aug-2025 02:00 PM,NA ,NA ,06-Aug-2025 03:00 PM,16-Aug-2025 02:00 PM,06-Sep-2025 04:15 PM,"CE, PWD(Bldg), H and E, Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3","28,87,400",Yes,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,1.0,Corrigendum,Technical Bid,,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"CE/TB-IV(H_E) T/RIDF-XXX/14/2025/14 Dated Guwahati the, 30th July 2025",2025_PWBNH_46197_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"Construction of 126 Secondary Schools in 35 districts of Assam under RIDF XXX (2024-25) for (i) D.P.M. Higher Secondary School, Srijongram, (ii) Abhayeswari H.S. and M.P. School Srijongram under Bongaigaon DTBD (Gr-9)","Construction of 126 Secondary Schools in 35 districts of Assam under RIDF XXX (2024-25) for (i) D.P.M. Higher Secondary School, Srijongram, (ii) Abhayeswari H.S. and M.P. School Srijongram under Bongaigaon DTBD (Gr-9)",Please refer Tender documents. ,NA ,"14,43,70,000",Civil Works - Building,NA ,Tender,180.0,730.0,Bongaigaon,783380.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ",11-Aug-2025 11:30 AM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,276909.0,M/s Macrocosm Builders,16-Aug-2025 01:55 PM,Rejected-AOC,L3,03-Dec-2025 12:44 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,275973.0,Rudra Kumar Pathak,16-Aug-2025 12:20 PM,Rejected-AOC,L2,03-Dec-2025 12:44 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
