Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Bid document downloaded from the portal,1.0,SBI Bank,"1,000",Nil,Nil,No,10-Oct-2025 05:30 PM,03-Nov-2025 11:30 AM,10-Oct-2025 06:00 PM,03-Nov-2025 11:00 AM,NA ,NA ,15-Oct-2025 10:00 AM,03-Nov-2025 11:00 AM,06-Nov-2025 01:10 PM,"40,000",Yes,percentage,2.0%,Nil,Nil,Construction of new Anti Poaching Camp under Pobitora Wildlife Sanctuary,Construction of new Anti Poaching Camp under Pobitora Wildlife Sanctuary,Please refer Tender documents. ,NA ,"20,00,000",Civil Works - Building,NA ,Tender,180.0,NA ,Pobitora Wildlife Sanctuary,781029.0,O/o the DFO Guwahati Wildlife Division ,"Office of the Divisional Forest Officer, Guwahati Wildlife Division, Basistha , Guwahati 29 ",14-Oct-2025 02:30 PM ,O/o the DFO Guwahati Wildlife Division,No ,No,Pr. Chief Conservator of Forest and Head of Forest Force||Principal Chief Conservator of Forests(Wildlife and Ch. Wildlife Warden)||Guwahati Wildlife Division,NIT No. 016,2025_PCCF_47961_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,Divisional Forest Officer,"Office of the Divisional Forest Officer, Guwahati Wildlife Division, Basistha , Guwahati 29",AOC,1.0,285363.0,SD Enterprise,INR,"1,900,000",22-Dec-2025,"INR 1,900,000",90.0,Parineeta Singh,22-Dec-2025 04:49 PM,AOC_CSSDWLH.pdf (729.00 KB),Finance,Financial bid was opened on 6th Nov/2025,Parineeta Singh,22-Dec-2025 04:05 PM,,BOQ Comparative Chart,Parineeta Singh,Internal,,Parineeta Singh,22-Dec-2025 04:40 PM,finsummary_76388.pdf (1353.11 KB),Technical,Tender was opened at 03/11/2025,Parineeta Singh,06-Nov-2025 01:01 PM,technical_76388.pdf,Pr. Chief Conservator of Forest and Head of Forest Force||Principal Chief Conservator of Forests(Wildlife and Ch. Wildlife Warden)||Guwahati Wildlife Division,2025_PCCF_47961_1,NIT No. 016,Construction of new Anti Poaching Camp under Pobitora Wildlife Sanctuary,1,285148,ABUL HUSSAIN CHOUDHURY,02-Nov-2025 10:50 AM,Rejected-Technical,Not Admitted,06-Nov-2025 01:05 PM,Parineeta Singh,Internal,,Parineeta Singh,06-Nov-2025 01:05 PM,06-Nov-2025 01:10 PM,techsummary_76388.pdf (669.73 KB),AOC
,,.pdf,Technical document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,285366,MEDIA UNLIMITED,03-Nov-2025 12:59 AM,Rejected-Technical,Not Admitted,06-Nov-2025 01:05 PM,,,,,,,,AOC
2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,285359,PANKAJ KR SAIKIA,02-Nov-2025 11:06 PM,Rejected-AOC,L2,22-Dec-2025 04:49 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,285363,SD Enterprise,03-Nov-2025 10:45 AM,Accepted-AOC,Approved by higher authority,22-Dec-2025 04:49 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,285267,STANDARD CREATION,31-Oct-2025 04:26 PM,Rejected-AOC,Lesser score,22-Dec-2025 04:49 PM,,,,,,,,AOC
