Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Divisional Forest Officer, Dhansiri Divisi","O/o the Divisional Forest Officer, Dhansiri Division, Udalguri",08-Oct-2025 03:00 PM,29-Oct-2025 03:30 PM,08-Oct-2025 03:00 PM,29-Oct-2025 03:00 PM,08-Oct-2025 03:00 PM ,29-Oct-2025 03:00 PM ,08-Oct-2025 03:00 PM,29-Oct-2025 03:00 PM,31-Oct-2025 01:35 PM,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification,25 Ha Artificial Regeneration (AR) Plantation (Erection of Fencing Work) at Bongurum under Nunoi Range,25 Ha Artificial Regeneration (AR) Plantation (Erection of Fencing Work) at Bongurum under Nunoi Range,Please refer Tender documents. ,NA ,"35,34,832",Civil Works,NA ,Tender,180.0,90.0,Dhansiri,782470.0,NA ,NA ,NA ,"O/o the Divisional Forest Officer, Dhansiri Divisi",No ,No,Bodoland Territorial Council||Forests-BTC,BTC/Dhansiri/01/2025 Pkg 01,2025_BoTC_47876_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"1,000",Nil,Nil,No,"70,697",Yes,percentage,2.0%,Nil,Nil,AOC,1.0,284990.0,NELSON BASUMATARY,INR,"3,181,348.8",12-Dec-2025,"INR 3,181,348.8",90.0,Uttam Kumar Basumatary,12-Dec-2025 01:38 PM,WorkOrder_25.pdf (777.00 KB),L1 BIDDER,Finance,Financial Bid Opened,Saurav Sarkhel,31-Oct-2025 02:02 PM,,BOQ Comparative Chart,Mustafa Ali Ahmed,Internal,"Pranjal Talukdar,Barphungha Boro, Tirtha Choury, Ajoy Kalia",Uttam Kumar Basumatary,12-Dec-2025 01:27 PM,finsummary_76288.pdf (117.80 KB),Technical,Technical Bid Opened,Saurav Sarkhel,31-Oct-2025 01:11 PM,,Bodoland Territorial Council||Forests-BTC,2025_BoTC_47876_1,BTC/Dhansiri/01/2025 Pkg 01,25 Ha Artificial Regeneration (AR) Plantation (Erection of Fencing Work) at Bongurum under Nunoi Range,1,285040,ALBERT DAIMARI,29-Oct-2025 02:50 PM,Rejected-Technical,Documents not found in order,31-Oct-2025 01:32 PM,Md. Mustafa Ali Ahmed,Internal,"Sri Pranjal Talukdar,Sri Barphungsha Boro, Sri Tirtha Choudhury, Sri Ajoy Kalita",Saurav Sarkhel,31-Oct-2025 01:32 PM,31-Oct-2025 01:35 PM,techsummary_76288.pdf (167.73 KB),AOC
,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,285001,BAHARUL ISLAM,28-Oct-2025 07:28 PM,Rejected-Technical,Documents not found in order,31-Oct-2025 01:32 PM,,,,,,,,AOC
,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,285011,BHUPEN BORO,28-Oct-2025 08:41 PM,Rejected-Technical,Documents not found in order,31-Oct-2025 01:32 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,284911,HARADHAN KUNDU,29-Oct-2025 12:23 PM,Rejected-Finance,L5 BIDDER,12-Dec-2025 01:27 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,284857,Jamidar Narzary,28-Oct-2025 03:12 PM,Rejected-Finance,L6 BIDDER,12-Dec-2025 01:27 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,284940,J D ASSOCIATES,28-Oct-2025 02:01 PM,Rejected-Technical,Documents not found in order,31-Oct-2025 01:32 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,284951,MOHAN CHANDRA BARO,28-Oct-2025 03:24 PM,Rejected-Technical,Documents not found in order,31-Oct-2025 01:32 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,284990,NELSON BASUMATARY,28-Oct-2025 06:12 PM,Accepted-AOC,L1 BIDDER,12-Dec-2025 01:38 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,284849,RAJU CHANDRA BASUMATARY,28-Oct-2025 02:16 PM,Rejected-Finance,L4 BIDDER,12-Dec-2025 01:27 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,284784,SARBANANDA OJHA,29-Oct-2025 10:54 AM,Rejected-Finance,L2 BIDDER,12-Dec-2025 01:27 PM,,,,,,,,AOC
