S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,SBI Bank,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,RFB No. CEEAPARRBP02TENDERS2024/1,2024_PWRDW_37599_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,14-Jun-2024 05:00 PM,15-Jul-2024 02:30 PM,14-Jun-2024 05:00 PM,15-Jul-2024 02:00 PM,14-Jun-2024 05:00 PM ,28-Jun-2024 10:00 AM ,14-Jun-2024 05:00 PM,15-Jul-2024 02:00 PM,30-Jul-2024 02:00 PM,Construction of Bridge in Bajali district i. Br. No. 1/1 on Bongaon Kashkuri Road,CE/EAP/ARRBP/OCB/Bridge-1/Balaji/01 Construction of Bridge in Bajali district i. Br. No. 1/1 on Bongaon Kashkuri Road,Please refer Tender documents. ,NA ,"1,53,23,000",Civil Works,NA ,Tender,90.0,720.0,Bajali,781325.0,"O/o the Chief Engineer(EAP), PWRD, Assam ","O/o the Chief Engineer(EAP), PWRD, Assam, Fatasil Ambari, Guwahai-25 ",28-Jun-2024 11:00 AM ,"O/o the Chief Engineer(EAP), PWRD, Assam",No ,No,1.0,Fee/PreQual/Technical,.pdf,SBD,"3,06,000",Yes,fixed,,Nil,Nil,"5,000",Nil,Nil,No,"Chief Engineer(EAP), PWRD, Assam","O/o the Chief Engineer(EAP), PWRD, Assam, Fatasil Ambari, Guwahai-25",AOC,Technical,Bids Opened,Hena Chandini,16-Jul-2024 06:21 PM,,1.0,234816.0,MODERN CONSTRUCTION CO,15-Jul-2024 12:41 PM,Accepted-AOC,L1 bidder,10-Dec-2025 05:30 PM,Finance,Financial Bids Opened,Hena Chandini,30-Jul-2024 04:31 PM,,BOQ Comparative Chart,10-Dec-2025,"INR 15,102,617.86",720.0,Dibyajyoti Nath,10-Dec-2025 05:30 PM,Aoc_bajali01.pdf (401.00 KB),"Chief Engineer, EAP, PWRD",Internal,,Dibyajyoti Nath,10-Dec-2025 05:25 PM,finsummary_61174.pdf (845.70 KB),"Chief Engineer EAP, PWRD,Assam",Internal,,Hena Chandini,29-Jul-2024 06:39 PM,30-Jul-2024 02:00 PM,techsummary_61174.pdf (88.10 KB),1.0,234816.0,MODERN CONSTRUCTION CO,INR,"15,102,617.86",Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,2024_PWRDW_37599_1,RFB No. CEEAPARRBP02TENDERS2024/1,Construction of Bridge in Bajali district i. Br. No. 1/1 on Bongaon Kashkuri Road,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,AOC,,,,,,2.0,234379.0,M/S AMPLE COMMERCIAL,14-Jul-2024 10:47 PM,Rejected-Technical,Non-Responsive,29-Jul-2024 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Technical Bid,,,,,,,,,,,,,AOC,,,,,,3.0,234739.0,MS Clarion Projects,15-Jul-2024 02:13 AM,Rejected-Finance,L2 Bidder,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMP Document,,,,,,,,,,,,,AOC,,,,,,4.0,234667.0,M/S Prakalpa,11-Jul-2024 07:44 PM,Rejected-Technical,Non-Responsive,29-Jul-2024 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Financial Bid,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
