Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"MD, AMSCL",AMSCL,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,"Court Fee/IPO, Proof of tender processing fee and EMD, Technical Bids.",03-Sep-2024 11:55 AM,09-Oct-2024 04:00 PM,03-Sep-2024 01:00 PM,09-Oct-2024 02:00 PM,04-Sep-2024 11:00 AM ,10-Sep-2024 01:00 PM ,21-Sep-2024 02:00 PM,09-Oct-2024 02:00 PM,18-Nov-2024 06:35 PM,1.0,Extension Notice 2,Date,,"2,000",Nil,Nil,No,"5,00,000",Yes,fixed,,Nil,Nil,Different type of Diagnostic Kits.,Tender for supply of Different type of Diagnostic Kits.,Please refer Tender documents. ,NA ,"16,00,00,000",Medicines,Diagnostic Kits ,Rate Contract,180.0,60.0,AMSCL,781026.0,AMSCL ,AMSCL ,10-Sep-2024 03:00 PM ,AMSCL,No ,No,Health and Family Welfare Department||Assam Medical Services Corporation Limited,537141/4767 Diagnostic Kits 2024,2024_HFWD_38767_1,Yes,Open Tender,Item Rate,Goods,2.0,No,Yes,Online,No,No,No,AOC,1.0,Tender Revocation Diagnostic Kits,Diagnostic Kits 2024,18-Nov-2024 02:37 PM,revoketechnicalminutes.pdf ,33646.08,Technical Opening,DME,Internal,"DHS, GM, CFO, SM, Manager, Exc",Anirban Talukdar,18-Nov-2024 06:22 PM,18-Nov-2024 06:35 PM,techsummary_62737.pdf (3456.24 KB),1,240674,Abbott Diagnostics Medical Pvt. Ltd.,30-Sep-2024 02:52 PM,Accepted-AOC,L1,29-Dec-2025 12:42 PM,1.0,240991.0,BEACON DIAGNOSTICS PVT.LTD.,INR,100.0,29-Dec-2025,INR 100,60.0,Anirban Talukdar,29-Dec-2025 12:42 PM,LOIdiagnos.pdf (3467.00 KB),As per LOI,Finance,For financial evaluation,Biswajit Deka,18-Nov-2024 06:48 PM,,BOQ Comparative Chart,Health and Family Welfare Department||Assam Medical Services Corporation Limited,2024_HFWD_38767_1,537141/4767 Diagnostic Kits 2024,Different type of Diagnostic Kits.,Technical,For technical evaluation,Biswajit Deka,18-Nov-2024 05:51 PM,,As per minutes,Internal,As per minutes.,Anirban Talukdar,29-Dec-2025 12:37 PM,finsummary_62737.pdf (4012.57 KB),AOC
,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,2.0,Corrigemdum No 1,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,REVOCATION,REVOCATION,18-Nov-2024 05:38 PM,Technical_minutes_of_diagnostic_kit.pdf ,3439.49,Technical Opening,,,,,,,,2,241440,ALPINE BIOMEDICALS PVT. LTD.,03-Oct-2024 11:24 AM,Rejected-Finance,As per minutes.,29-Dec-2025 12:37 PM,2.0,240970.0,Biogenix Inc. Pvt. Ltd.,INR,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,3,240675,Avantor Performance Materials India Limited,09-Oct-2024 12:46 PM,Accepted-AOC,L1,29-Dec-2025 12:42 PM,3.0,240705.0,SD Biosensor Healthcare Pvt. Ltd.,INR,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,4,240991,BEACON DIAGNOSTICS PVT.LTD.,02-Oct-2024 04:11 PM,Accepted-AOC,L1,29-Dec-2025 12:42 PM,4.0,240680.0,PLASTI SURGE INDUSTRIES PVT LTD,INR,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,5,240970,Biogenix Inc. Pvt. Ltd.,03-Oct-2024 12:55 PM,Accepted-AOC,L1,29-Dec-2025 12:42 PM,5.0,240675.0,Avantor Performance Materials India Limited,INR,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,6,240945,GCC BIOTECH INDIA PRIVATE LIMITED,08-Oct-2024 06:08 PM,Not Admitted-Fee/PreQual/Technical,Others-EMD not submitted,18-Nov-2024 05:51 PM,6.0,240674.0,Abbott Diagnostics Medical Pvt. Ltd.,INR,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,7,241795,GeneBio Healthcare Pvt. Ltd.,09-Oct-2024 01:30 PM,Not Admitted-Fee/PreQual/Technical,Others-Hardcopy of the Technical bid not submitted.,18-Nov-2024 05:51 PM,7.0,240584.0,Oscar Medicare Private Limited,INR,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,8,240929,GENETIX BIOTECH ASIA PVT. LTD.,28-Sep-2024 12:55 PM,Rejected-Technical,As per MoM,18-Nov-2024 06:22 PM,8.0,240578.0,Meril Diagnostic Pvt. Ltd.,INR,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,9,240586,Medsource Ozone Biomedicals Pvt. Ltd,30-Sep-2024 12:05 PM,Rejected-Finance,As per minutes.,29-Dec-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,10,240578,Meril Diagnostic Pvt. Ltd.,09-Oct-2024 12:32 PM,Accepted-AOC,L1,29-Dec-2025 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
