EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"57,620",Yes,fixed,,Nil,Nil,SOPD(G)CDTRD/MAHMORA/2025-26/7,"Construction of 1)Naphuk Sasapara Path (Ch.0m to Ch. 1200m,Length 1.20 km) and 2)Khetrapal Chuk (from Ch.800m to Ch.1800m,LENGTH 1000m) under SOPD-G for the year 2025-26 in PWRD Charaideo DTRD,Sonari.(Mah LAC). Pkg. No. SOPD(G)CDTRD/MAHMORA/2025-26/7",Please refer Tender documents. ,NA ,,Civil Works – Roads,NA ,Tender,180.0,NA ,MAHMORA LAC,785690.0,"O/O THE EE CDTRD,SONARI ","O/O THE EE CDTRD,SONARI ",03-Oct-2025 01:00 PM ,O/O THE EE CHARAIDEO DISTRICT TERRITORIAL ROAD DIV,No ,No,Public Works Roads Department,SOPD(G)CDTRD/MAHMORA/2025-26/7,2025_PWD_47641_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,SBD,EE PWD CHARAIDEO DISTRICT TRD,"O/O THE EE CDTRD,SONARI",576.0,Nil,Nil,No,22-Sep-2025 02:00 PM,08-Oct-2025 02:00 PM,22-Sep-2025 02:00 PM,06-Oct-2025 02:00 PM,22-Sep-2025 02:00 PM ,03-Oct-2025 01:00 PM ,22-Sep-2025 02:00 PM,06-Oct-2025 02:00 PM,17-Oct-2025 12:00 PM,AOC,Public Works Roads Department,2025_PWD_47641_1,SOPD(G)CDTRD/MAHMORA/2025-26/7,SOPD(G)CDTRD/MAHMORA/2025-26/7,05-Dec-2025,"INR 2,880,678",90.0,Robin Borah,23-Dec-2025 03:20 PM,mah7.pdf (150.00 KB),1.0,283046.0,CHANDAN SONAR,INR,"2,880,678",ROBIN BORAH,Internal,,Robin Borah,27-Nov-2025 08:20 PM,finsummary_75992.pdf (1828.83 KB),Technical,Admitted,Robin Borah,08-Oct-2025 03:46 PM,,SAJIDUR RAHMAN,Internal,,Robin Borah,17-Oct-2025 09:53 AM,17-Oct-2025 12:00 PM,techsummary_75992.pdf (1778.35 KB),1,283046,CHANDAN SONAR,29-Sep-2025 04:43 PM,Accepted-AOC,lower bidder,23-Dec-2025 03:20 PM,Finance,admitted,Robin Borah,17-Oct-2025 01:22 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,283345,SRI MANAB JYOTI GOGOI,04-Oct-2025 05:36 PM,Rejected-Finance,higher bidder,27-Nov-2025 08:20 PM,,,,,,,AOC
