EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"10,27,000",Yes,fixed,,Nil,Nil,Construction of Bridge in Dhubri district Br. No. 1/1 on Alomganj Fulkatari Road to Boro Chirakhowa,CE/EAP/ARRBP/OCB/Bridge-1/Dhubri/16 Construction of Bridge in Dhubri district Br. No. 1/1 on Alomganj Fulkatari Road to Boro Chirakhowa,Please refer Tender documents. ,NA ,"5,13,40,000",Civil Works,NA ,Tender,90.0,900.0,Dhubri,783301.0,"O/o Chief Engineer (EAP), PWRD ","O/o Chief Engineer (EAP), PWRD, Fatasil Ambari, Guwahati-25 ",06-Feb-2025 11:00 AM ,"O/o Chief Engineer (EAP), PWRD",No ,No,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,CE/EAP/ARRBP02TENDERS2024/36,2025_PWRDW_42372_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,29-Jan-2025 06:55 PM,18-Feb-2025 02:30 PM,29-Jan-2025 06:55 PM,18-Feb-2025 02:00 PM,29-Jan-2025 06:55 PM ,06-Feb-2025 11:00 AM ,29-Jan-2025 06:55 PM,18-Feb-2025 02:00 PM,21-Jul-2025 02:00 PM,"Chief Engineer (EAP), PWRD","O/o Chief Engineer (EAP), PWRD, Fatasil Ambari, Guwahati-25",1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Details,"5,000",Nil,Nil,No,1.0,SBI Bank,AOC,"CE(EAP),PWRD",Internal,,Sharadi Borah,19-Jul-2025 03:45 PM,21-Jul-2025 02:00 PM,techsummary_68109.pdf (520.88 KB),1.0,258478.0,Foyzal Hoque,INR,"56,474,000",Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,2025_PWRDW_42372_5,CE/EAP/ARRBP02TENDERS2024/36,Construction of Bridge in Dhubri district Br. No. 1/1 on Alomganj Fulkatari Road to Boro Chirakhowa,Finance,Financial bid has been opened.,Hena Chandini,21-Jul-2025 04:18 PM,,BOQ Comparative Chart,Technical,Bids are opened,Pallavi Chakravorty,03-May-2025 11:59 AM,,1.0,258478.0,Foyzal Hoque,18-Feb-2025 12:02 PM,Accepted-AOC,L1 bidder,24-Dec-2025 05:08 PM,"Chief Engineer, EAP, PWRD",Internal,,Hena Chandini,24-Dec-2025 05:06 PM,finsummary_68109.pdf (614.50 KB),24-Dec-2025,"INR 56,474,000",900.0,Hena Chandini,24-Dec-2025 05:08 PM,AOC_dhubri_16.pdf (362.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Standard Bidding Document,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,258924.0,UNICON PROJECTS PVT. LTD.,18-Feb-2025 10:40 AM,Rejected-Technical,Non Responsive,19-Jul-2025 03:45 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Technical Bid,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ESMP Details,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD Details,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Financial Bid,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
