S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,277918.0,MADHURJYA BORAH,22-Aug-2025 09:41 AM,Accepted-AOC,L1,11-Dec-2025 01:42 PM,Finance,Admitted,Lakhi Kanta Kumbang,09-Oct-2025 12:33 PM,,BOQ Comparative Chart,Abhijit Bora EETC,Internal,"Bhuj kumar Thapa AE, Chandinath Devsharma AO, Snigdha Rani Gogoi JE",Lakhi Kanta Kumbang,27-Oct-2025 01:52 PM,finsummary_73323.pdf (2739.02 KB),09-Dec-2025,"INR 9,900,878",180.0,Lakhi Kanta Kumbang,11-Dec-2025 01:42 PM,Ovatabeelfwo.pdf (7667.00 KB),Technical,admitted,Lakhi Kanta Kumbang,22-Aug-2025 03:43 PM,,"Abhijit Bora, EETC",Internal,"Chandinath Devsharma AO, Bhuj kr Thapa AE, Snigdha Rani Gogoi JE",Lakhi Kanta Kumbang,24-Sep-2025 11:49 AM,24-Sep-2025 12:00 PM,techsummary_73323.pdf (1875.10 KB),1.0,277918.0,MADHURJYA BORAH,INR,"9,900,878",Irrigation Department||Chief Engineer(Major)-Irrigation Dept||Tezpur Circle,2025_ID_46051_9,NIT/TCI/3/2025/507,Renovation of Ovatabeel LIS under SOPD-G for the year 2025-26,AOC,01-Aug-2025 10:00 AM,22-Aug-2025 03:00 PM,01-Aug-2025 10:00 AM,22-Aug-2025 02:00 PM,NA ,NA ,01-Aug-2025 10:00 AM,22-Aug-2025 02:00 PM,24-Sep-2025 12:00 PM,1.0,Modification,Technical Bid,,Irrigation Department||Chief Engineer(Major)-Irrigation Dept||Tezpur Circle,NIT/TCI/3/2025/507,2025_ID_46051_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Documents,1.0,SBI Bank,"2,00,000",Yes,percentage,2.0%,Nil,Nil,SUPERINTENDING ENGINEER,O/o Superintending Engineer Tezpur Circle Irrigation,"2,500",Nil,Nil,Yes,Renovation of Ovatabeel LIS under SOPD-G for the year 2025-26,Renovation of Ovatabeel LIS under SOPD-G for the year 2025-26,please refer tender documents ,NA ,"1,00,00,000",Civil Works,NA ,Tender,180.0,NA ,Biswanath,784177.0,NA ,NA ,NA ,O/o Superintending Engineer Tezpur Circle Irrig,No ,No,AOC
2.0,277981.0,Ms Eastern Enterprise,22-Aug-2025 09:08 AM,Rejected-Finance,L2 bidder,27-Oct-2025 01:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid documents downloaded from portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
